,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000,unempr,grp,rGDP,pref2,suicide,death_rate,liver_disease,liver_disease_m,liver_disease_f,liver_disease_rate,year,loony,suicide_per_1000,loony_per_1000,liver_disease_1000,log_adult_population_per_1000,log_suicide_per_1000,log_loony_per_1000,liver_disease_per_1000,log_liver_disease_per_1000,log_cons_per_1000,log_loony_per_1000FE,rGDPFE,log_cons_per_1000FE,log_liver_disease_per_1000FE,burdenFE,log_adult_population,log_adult_populationFE,log_suicide_per_1000FE,pref_id
529,三重,三  重,0.388680781,8724.75,15,1493,5.843770931,3.975,6768183,2.3,三  重,387,21,75,60,15,4,16,1.2,0.259209645,0.000803751,0.050234427,7.308542798,-1.350118105,-7.126221241,0.050234427,-2.991054684,8.825155497,-0.201390416,1.486666667,0.164125893,-0.227584008,0.015061698,7.308542798,-0.005191056,0.039847774,23
530,滋賀,滋  賀,0.38506486,6094.29,15,1069,5.700926099,4.225,5727630,2.3,滋  賀,270,20,69,53,16,5,16,1,0.252572498,0.000935454,0.064546305,6.974478911,-1.376056952,-6.974478911,0.064546305,-2.740372406,8.817289469,0.144884011,1.486666667,0.176820706,0.136053094,0.014947412,6.974478911,-0.027185159,-0.015436651,24
531,京都,京  都,0.399305368,14420.86,15,2142,6.732427638,5.65,9628276,2.3,京  都,550,21,120,76,44,5,16,1.6,0.256769374,0.000746965,0.056022409,7.669495251,-1.359576973,-7.199491622,0.056022409,-2.882003508,8.988331797,-0.145069466,1.486666667,0.161295019,-0.062325799,0.015879338,7.669495251,-0.004284107,0.040444345,25
532,大阪,大  阪,0.403072553,55660.205,15,7112,7.826238048,7.175,38433109,2.3,大  阪,1994,23,591,468,123,7,16,3.4,0.280371204,0.000478065,0.083098988,8.869538777,-1.271640827,-7.645763346,0.083098988,-2.48772276,9.146795058,-0.341209852,1.486666667,0.196010832,-0.038400643,0.015671999,8.869538777,-0.009226507,0.013210575,26
533,兵庫,兵  庫,0.395749843,29179.3,15,4481,6.511783084,6.175,18899005,2.3,兵  庫,1287,23,315,254,61,6,16,2.5,0.287212676,0.000557911,0.070296809,8.407601515,-1.247532307,-7.491310783,0.070296809,-2.655028876,8.959128594,-0.363675724,1.486666667,0.176390301,-0.042492645,0.015348727,8.407601515,-0.006006476,0.069712358,27
534,奈良,奈  良,0.389963621,6450.96,15,1156,5.580415225,5.125,3791763,2.3,奈  良,303,21,47,38,9,3,16,0.5,0.262110727,0.000432526,0.040657439,7.052721049,-1.338988244,-7.74586823,0.040657439,-3.202573448,8.807388539,-0.449528552,1.486666667,0.195516697,-0.324687097,0.014848657,7.052721049,0.010512602,0.128604227,28
535,和歌山,和歌山,0.394186929,5700.97,15,853,6.683434936,4.45,3560691,2.3,和歌山,265,25,60,44,16,6,16,0.4,0.31066823,0.000468933,0.070339977,6.748759547,-1.169029722,-7.665050279,0.070339977,-2.654414985,8.975206999,-0.503068825,1.486666667,0.161127095,-0.117868583,0.01597655,6.748759547,0.023269995,0.066387915,29
536,鳥取,鳥  取,0.385714508,3618.82,15,488,7.415614754,3.825,2016334,2.3,鳥  取,162,27,28,20,8,5,16,0.6,0.331967213,0.001229508,0.057377049,6.190315406,-1.102719071,-6.70114103,0.057377049,-2.858110896,9.072942028,-0.074403369,1.486666667,0.163144631,-0.244546583,0.015581547,6.190315406,0.007343176,0.140409188,30
537,島根,島  根,0.38117476,4776.505,15,613,7.792014682,2.9,2469027,2.3,島  根,238,32,44,27,17,6,16,0.6,0.388254486,0.000978793,0.07177814,6.418364936,-0.946094262,-6.92919056,0.07177814,-2.634175302,9.094604485,-0.322256828,1.486666667,0.147489084,-0.173354853,0.015577691,6.418364936,0.026094066,0.142777843,31
538,岡山,岡  山,0.387320385,9788.495,15,1562,6.266642125,4.35,7289256,2.3,岡  山,368,19,103,78,25,5,16,1.2,0.235595391,0.000768246,0.065941101,7.35372233,-1.445639392,-7.171400774,0.065941101,-2.718993342,8.901387578,-0.224740952,1.486666667,0.157016244,-0.08154104,0.014959582,7.35372233,-0.006003348,-0.027891999,32
539,広島,広  島,0.395164454,17110.78,15,2316,7.388074266,4.375,10750910,2.3,広  島,640,22,144,100,44,5,16,1.6,0.276338515,0.000690846,0.062176166,7.747596839,-1.286128662,-7.277593209,0.062176166,-2.777783539,9.073699289,-0.406384405,1.486666667,0.162332701,-0.094093289,0.015186088,7.747596839,-0.001872953,0.055927412,33
540,山口,山  口,0.395228411,8842.835,15,1231,7.183456539,4.2,5710465,2.3,山  口,364,24,75,48,27,5,16,1.5,0.295694557,0.001218522,0.060926076,7.115582126,-1.218428259,-6.710117018,0.060926076,-2.798094013,9.037946786,0.206041482,1.486666667,0.159369066,-0.207085519,0.015364824,7.115582126,0.017499795,0.026324955,34
541,徳島,徳  島,0.393697481,4155.14,15,661,6.286142209,5.1,2900657,2.3,徳  島,157,19,44,32,12,5,16,0.7,0.237518911,0.001059002,0.066565809,6.49375384,-1.437508035,-6.850428784,0.066565809,-2.709564206,8.901877039,-0.063908414,1.486666667,0.168389831,-0.215274543,0.015933087,6.49375384,0.010420622,-0.005311038,35
542,香川,香  川,0.394111187,5246.74,15,821,6.390669915,4.15,3643667,2.3,香  川,199,20,46,29,17,5,16,0.6,0.242387333,0.000730816,0.056029233,6.710523109,-1.417218285,-7.221348733,0.056029233,-2.881881713,8.920567606,-0.061933862,1.486666667,0.166041993,-0.225819601,0.01551568,6.710523109,0.004326663,-0.009349592,36
543,愛媛,愛  媛,0.39863592,8037.975,15,1200,6.6983125,4.8,4968894,2.3,愛  媛,350,24,78,61,17,5,16,0.8,0.291666667,0.000666667,0.065,7.090076836,-1.232143681,-7.313220387,0.065,-2.733368009,8.966592779,-0.381744123,1.486666667,0.153584543,-0.135629322,0.016184949,7.090076836,0.012932868,0.029051257,37
544,高知,高  知,0.399832261,5415.355,15,656,8.255114329,5.125,2421412,2.3,高  知,256,32,71,54,17,9,16,0.7,0.390243902,0.001067073,0.108231707,6.486160789,-0.940983344,-6.842835733,0.108231707,-2.223480912,9.187662135,-0.032350795,1.486666667,0.162024223,0.139505131,0.016190424,6.486160789,0.018048781,0.218808541,38
545,福岡,福  岡,0.397074238,30112.615,15,4046,7.442564261,6.7,17452101,2.3,福  岡,1326,26,297,235,62,6,16,6.9,0.327731092,0.001705388,0.073405833,8.305484018,-1.115561847,-6.373962606,0.073405833,-2.611751879,9.070710768,0.241467105,1.486666667,0.151121045,-0.006620665,0.015020963,8.305484018,-0.008617759,0.122648173,39
546,佐賀,佐  賀,0.388809548,4928.525,15,682,7.226576246,4.725,2751357,2.3,佐  賀,236,27,48,37,11,6,16,0.7,0.346041056,0.001026393,0.070381232,6.525029658,-1.061197853,-6.881704602,0.070381232,-2.653828647,9.028272449,-0.039642956,1.486666667,0.165166646,-0.063442771,0.015658183,6.525029658,0.001680859,0.192031795,40
547,長崎,長  崎,0.396968166,8966.025,15,1189,7.540811606,5.175,4325229,2.3,長  崎,383,26,80,53,27,5,16,1.4,0.322119428,0.00117746,0.067283431,7.080867897,-1.132832908,-6.74439566,0.067283431,-2.698841262,9.072090427,-0.069945529,1.486666667,0.18215674,-0.134444009,0.015299399,7.080867897,0.015765132,0.110785442,41
548,熊本,熊  本,0.403353564,11645.735,15,1473,7.906133741,5,5463753,2.3,熊  本,461,25,115,82,33,6,16,1.1,0.312966735,0.000746775,0.078071962,7.295056416,-1.161658373,-7.199746237,0.078071962,-2.550124288,9.132513498,-0.41963606,1.486666667,0.193896133,0.107621066,0.01503652,7.295056416,0.002502103,0.066706901,42
549,大分,大  分,0.394318231,8137.935,15,980,8.304015306,4.725,4367545,2.3,大  分,321,27,51,33,18,4,16,0.8,0.32755102,0.000816327,0.052040816,6.887552572,-1.116111449,-7.110696123,0.052040816,-2.955726939,9.148115906,-0.202713573,1.486666667,0.161344996,-0.257932957,0.014723986,6.887552572,0.003282975,0.165752643,43
550,宮崎,宮  崎,0.39578089,9034.77,15,919,9.831088139,5.35,3515674,2.3,宮  崎,368,32,61,44,17,5,16,0.5,0.400435256,0.00054407,0.066376496,6.823286122,-0.915203184,-7.516433303,0.066376496,-2.712412258,9.326547508,-0.648763888,1.486666667,0.112291602,-0.171502935,0.013828128,6.823286122,0.00198057,0.125543666,44
551,鹿児島,鹿児島,0.401462152,13788.105,15,1405,9.813597865,5.125,5469480,2.3,鹿児島,495,28,104,74,30,6,16,1.7,0.352313167,0.001209964,0.074021352,7.247792582,-1.043234819,-6.717164331,0.074021352,-2.603401683,9.310469398,0.060284014,1.486666667,0.074634342,-0.141076609,0.014651638,7.247792582,0.011159661,0.13405639,45
552,北海道,北海道,0.398246639,38698.91,14,4593,8.42562813,6.375,19493073,1.1,北海道,1531,27,246,169,77,4,15,7.2,0.333333333,0.001567603,0.053559765,8.432288684,-1.098612289,-6.458207658,0.053559765,-2.926957148,9.203666946,0.108083564,0.286666667,0.201488996,-0.144726655,0.013723329,8.432288684,0.001095496,0.125693099,0
553,青森,青  森,0.394154991,10811.005,14,1167,9.263928877,6.575,4425938,1.1,青  森,576,40,97,80,17,7,15,0.6,0.493573265,0.000514139,0.083119109,7.062191632,-0.706083972,-7.573017256,0.083119109,-2.487480654,9.280371094,-0.299654051,0.286666667,0.179962859,0.055482035,0.014297009,7.062191632,0.018802532,0.308818792,1
554,岩手,岩  手,0.388867046,9038.755,14,1123,8.048757792,5.4,4461388,1.1,岩  手,527,38,76,55,21,5,15,0.7,0.469278718,0.00062333,0.067675868,7.023758955,-0.756558406,-7.380433899,0.067675868,-2.693025614,9.137856329,-0.380051666,0.286666667,0.153764177,-0.049993997,0.014275466,7.023758955,0.016194897,0.212733691,2
555,宮城,宮  城,0.386519179,14174.025,14,1884,7.523367834,6.325,8221342,1.1,宮  城,621,26,84,65,19,4,15,1.7,0.329617834,0.000902335,0.044585987,7.541152455,-1.109821373,-7.010524204,0.044585987,-3.110335656,9.062591002,-0.011872698,0.286666667,0.148378821,-0.219864142,0.014518531,7.541152455,-0.008442941,0.150566448,3
556,秋田,秋  田,0.38064209,8925.23,14,959,9.306809176,5.675,3678785,1.1,秋  田,519,45,70,45,25,6,15,0.9,0.541188738,0.000938478,0.072992701,6.865891075,-0.613987192,-6.971251591,0.072992701,-2.617395833,9.267342419,-0.151609002,0.286666667,0.161166906,0.005467985,0.014964202,6.865891075,0.030558605,0.273868072,4
557,山形,山  形,0.381364627,8061.69,14,988,8.159605263,4.4,3693161,1.1,山  形,370,30,52,36,16,4,15,1.1,0.374493927,0.00111336,0.052631579,6.895682698,-0.982179692,-6.800372518,0.052631579,-2.944438979,9.128551623,0.007227376,0.286666667,0.160337989,-0.22124075,0.015050034,6.895682698,0.015188535,0.140672664,5
558,福島,福  島,0.380698648,13027,14,1662,7.838146811,5.65,7233006,1.1,福  島,586,28,108,82,26,5,15,1.8,0.352587244,0.001083032,0.064981949,7.415776975,-1.042457186,-6.827990311,0.064981949,-2.733645748,9.092737825,-0.079304867,0.286666667,0.160338927,-0.082146146,0.014649545,7.415776975,0.010393317,0.112402056,6
559,茨城,茨  城,0.391580121,15592.135,14,2374,6.567874895,4.7,10843509,1.1,茨  城,748,25,118,79,39,4,15,1.9,0.315080034,0.000800337,0.049705139,7.772331575,-1.154928597,-7.130477689,0.049705139,-3.001646951,8.923415384,0.114738775,0.286666667,0.163717986,-0.251735295,0.015049187,7.772331575,-0.009404861,0.112240777,7
560,栃木,栃  木,0.391245677,11406.09,14,1592,7.164629397,4.625,7488083,1.1,栃  木,523,26,80,54,26,4,15,1.2,0.328517588,0.000753769,0.050251256,7.372746366,-1.113164902,-7.19042481,0.050251256,-2.990719732,9.006904761,0.010424961,0.286666667,0.219236355,-0.127676822,0.014595178,7.372746366,-0.016696061,0.110709367,8
561,群馬,群  馬,0.390499044,11674.35,14,1624,7.188639163,4.675,7202006,1.1,群  馬,562,28,115,90,25,6,15,1,0.346059113,0.000615764,0.070812808,7.392647521,-1.061145671,-7.392647521,0.070812808,-2.647715392,9.015790411,-0.414791192,0.286666667,0.189425115,0.028104283,0.014077509,7.392647521,-0.001983642,0.140547855,9
562,埼玉,埼  玉,0.392048616,35944.315,14,5600,6.418627679,5.65,19010836,1.1,埼  玉,1563,23,255,195,60,4,15,4.9,0.279107143,0.000875,0.045535714,8.630521877,-1.276159546,-7.041286672,0.045535714,-3.089258332,8.92578353,0.28341006,0.286666667,0.170515107,-0.176631325,0.013757974,8.630521877,-0.027117754,0.062861747,10
563,新潟,新  潟,0.373247208,18123.76,14,1977,9.167303996,4.45,8783647,1.1,新  潟,833,34,117,87,30,5,15,1.4,0.421345473,0.000708144,0.059180577,7.589335823,-0.864302181,-7.252863587,0.059180577,-2.827161888,9.255866792,-0.350279344,0.286666667,0.169255667,-0.138135574,0.015262196,7.589335823,0.00702079,0.185919993,11
564,長野,長  野,0.384894473,13168.135,14,1770,7.439624294,3.6,7726645,1.1,長  野,576,26,103,82,21,5,15,1.9,0.325423729,0.001073446,0.05819209,7.478734826,-1.122627165,-6.836880939,0.05819209,-2.844005837,9.035380465,0.016944517,0.286666667,0.152901346,-0.099384694,0.015039397,7.478734826,0.004573918,0.164974447,12
565,千葉,千  葉,0.389509451,29984.75,14,4827,6.211881086,4.725,18941184,1.1,千  葉,1326,22,260,208,52,4,15,3.2,0.274704786,0.000662938,0.053863683,8.481980436,-1.292058265,-7.318829626,0.053863683,-2.921298805,8.893702244,-0.040592151,0.286666667,0.158356479,0.014667176,0.013572091,8.481980436,-0.030035044,0.079989006,13
566,東京,東  京,0.401791577,99449.895,14,10136,9.811552388,5.35,92430164,1.1,東  京,2743,23,849,672,177,7,15,15.8,0.270619574,0.0015588,0.083760852,9.223848722,-1.307041231,-6.463838782,0.083760852,-2.479789536,9.315324539,0.449005062,0.286666667,0.184314291,-0.086604333,0.015391701,9.223848722,-0.049644793,0.083160178,14
567,神奈川,神奈川,0.394357892,45030.635,14,6965,6.465274228,5.15,29097831,1.1,神奈川,1791,21,344,271,73,4,15,4.2,0.257142857,0.000603015,0.049389806,8.848652886,-1.358123484,-7.413568361,0.049389806,-3.008011229,8.939166136,-0.330995647,0.286666667,0.179814192,-0.179603362,0.013991268,8.848652886,-0.036404355,0.075379765,15
568,山梨,山  梨,0.392021504,5367.965,14,704,7.624950284,4.15,2943735,1.1,山  梨,223,26,67,50,17,8,15,0.6,0.316761364,0.000852273,0.095170455,6.556778356,-1.149606585,-7.06760398,0.095170455,-2.352085737,9.050844109,-0.044864635,0.286666667,0.164052757,0.227406969,0.014761249,6.556778356,0.00136105,0.064827076,16
569,富山,富  山,0.388541099,6286.535,14,908,6.923496696,3.8,4518242,1.1,富  山,356,32,63,45,18,6,15,0.7,0.392070485,0.000770925,0.06938326,6.811244379,-0.936313648,-7.167919323,0.06938326,-2.668109652,8.989999195,-0.01315206,0.286666667,0.132362345,-0.002135505,0.016261107,6.811244379,0.004602468,0.247393341,17
570,石川,石  川,0.389412782,6895.895,14,941,7.328262487,3.9,4624007,1.1,石  川,303,26,53,35,18,5,15,0.8,0.321997875,0.000850159,0.056323061,6.84694314,-1.133210334,-7.070086691,0.056323061,-2.876651226,9.042097145,-0.145626167,0.286666667,0.17353667,-0.064013896,0.016280763,6.84694314,-0.005214159,0.203996508,18
571,福井,福  井,0.393520947,4330.005,14,654,6.620802752,3.575,3221817,1.1,福  井,246,30,46,35,11,6,15,0.5,0.376146789,0.000764526,0.070336391,6.483107351,-0.977775816,-7.176254532,0.070336391,-2.654465955,8.948331014,-0.112222117,0.286666667,0.159812081,0.097286061,0.016693546,6.483107351,0.00175152,0.357325501,19
572,岐阜,岐  阜,0.392996055,10101.48,14,1672,6.041555024,4.275,7237134,1.1,岐  阜,546,26,82,54,28,4,15,1.2,0.326555024,0.000717703,0.049043062,7.421775794,-1.119156818,-7.239454237,0.049043062,-3.015056546,8.864439374,0.023618086,0.286666667,0.187045457,-0.164392255,0.015741532,7.421775794,-0.006560315,0.188831953,20
573,静岡,静  岡,0.393576947,21243.785,14,3023,7.027385048,3.925,15580355,1.1,静  岡,786,21,163,130,33,4,15,2,0.260006616,0.000661594,0.053919947,8.014004995,-1.347048202,-7.320857814,0.053919947,-2.920254794,8.997159229,-0.082035043,0.286666667,0.185412304,-0.13175824,0.014800562,8.014004995,-0.011538194,0.025717595,21
574,愛知,愛  知,0.401992732,36816.215,14,5645,6.521915855,4,32457105,1.1,愛  知,1566,22,269,202,67,4,15,3.1,0.27741364,0.000549159,0.04765279,8.638525477,-1.2822456,-7.507123365,0.04765279,-3.043814097,8.951201626,-0.223558879,0.286666667,0.192781643,-0.128968818,0.015528642,8.638525477,-0.03453766,0.137651283,22
575,三重,三  重,0.388680781,8544.035,14,1482,5.765205803,4.2,6496088,1.1,三  重,456,25,80,62,18,4,15,1.2,0.307692308,0.000809717,0.053981107,7.301147806,-1.178654996,-7.118826249,0.053981107,-2.919121171,8.811571921,-0.193995425,0.286666667,0.150542317,-0.155650495,0.015061698,7.301147806,-0.012586048,0.211310882,23
576,滋賀,滋  賀,0.38506486,6265.095,14,1059,5.916048159,4.25,5536357,1.1,滋  賀,330,25,65,49,16,5,15,1,0.311614731,0.000944287,0.061378659,6.965080346,-1.165987691,-6.965080346,0.061378659,-2.790693076,8.859589436,0.154282576,0.286666667,0.219120672,0.085732424,0.014947412,6.965080346,-0.036583725,0.19463261,24
577,京都,京  都,0.399305368,14522.12,14,2138,6.792385407,6.35,9401129,1.1,京  都,602,23,121,91,30,5,15,1.6,0.281571562,0.000748363,0.056594949,7.667626092,-1.267368646,-7.197622462,0.056594949,-2.871835546,8.998204766,-0.143200307,0.286666667,0.171167988,-0.052157837,0.015879338,7.667626092,-0.006153267,0.132652672,25
578,大阪,大  阪,0.403072553,55072.77,14,7104,7.752360642,7.975,38256022,1.1,大  阪,2186,25,555,423,132,6,15,3.4,0.307713964,0.000478604,0.078125,8.868413285,-1.178584616,-7.644637853,0.078125,-2.549445171,9.138333643,-0.34008436,0.286666667,0.187549417,-0.100123054,0.015671999,8.868413285,-0.010352,0.106266786,26
579,兵庫,兵  庫,0.395749843,28742.15,14,4453,6.454558724,6.8,18771329,1.1,兵  庫,1280,23,302,236,66,6,15,2.5,0.287446665,0.000561419,0.067819448,8.401333305,-1.246717948,-7.485042573,0.067819448,-2.690906288,8.952107356,-0.357407515,0.286666667,0.169369062,-0.078370057,0.015348727,8.401333305,-0.012274685,0.070526716,27
580,奈良,奈  良,0.389963621,6493.595,14,1148,5.656441638,5.475,3791271,1.1,奈  良,296,21,48,35,13,3,15,0.5,0.257839721,0.00043554,0.041811847,7.045776577,-1.355417123,-7.738923757,0.041811847,-3.174575566,8.824760512,-0.44258408,0.286666667,0.21288867,-0.296689215,0.014848657,7.045776577,0.00356813,0.112175348,28
581,和歌山,和歌山,0.394186929,5818.195,14,852,6.828867371,4.9,3572413,1.1,和歌山,271,26,50,38,12,5,15,0.4,0.318075117,0.000469484,0.058685446,6.747586527,-1.145467706,-7.663877259,0.058685446,-2.835563521,8.990806057,-0.501895804,0.286666667,0.176726152,-0.299017119,0.01597655,6.747586527,0.022096975,0.089949931,29
582,鳥取,鳥  取,0.385714508,3683.455,14,483,7.626200828,3.875,1956917,1.1,鳥  取,145,24,37,30,7,6,15,0.6,0.300207039,0.001242236,0.076604555,6.180016654,-1.203282911,-6.690842277,0.076604555,-2.569098741,9.104060409,-0.064104617,0.286666667,0.194263013,0.044465572,0.015581547,6.180016654,-0.002955576,0.039845347,30
583,島根,島  根,0.38117476,4897.815,14,611,8.01606383,3.275,2464134,1.1,島  根,237,32,47,36,11,6,15,0.6,0.387888707,0.000981997,0.076923077,6.415096959,-0.947036818,-6.925922583,0.076923077,-2.564949357,9.124066411,-0.318988851,0.286666667,0.176951009,-0.104128908,0.015577691,6.415096959,0.022826089,0.141835287,31
584,岡山,岡  山,0.387320385,9884.19,14,1553,6.364578236,4.6,7295257,1.1,岡  山,397,21,124,92,32,6,15,1.2,0.255634256,0.000772698,0.07984546,7.347943823,-1.364007542,-7.165622266,0.07984546,-2.527662258,8.923995889,-0.218962444,0.286666667,0.179624555,0.109790045,0.014959582,7.347943823,-0.011781855,0.053739851,32
585,広島,広  島,0.395164454,17470.64,14,2305,7.579453362,4.475,10289533,1.1,広  島,650,23,139,105,34,5,15,1.6,0.281995662,0.000694143,0.060303688,7.742835955,-1.265863593,-7.272832326,0.060303688,-2.808362022,9.098816772,-0.401623521,0.286666667,0.187450185,-0.124671772,0.015186088,7.742835955,-0.006633837,0.076192482,33
586,山口,山  口,0.395228411,9093.83,14,1226,7.417479608,4.35,5754035,1.1,山  口,412,28,83,64,19,6,15,1.5,0.336052202,0.001223491,0.067699837,7.111512116,-1.090488767,-6.706047008,0.067699837,-2.692671509,9.071680962,0.210111492,0.286666667,0.193103241,-0.101663015,0.015364824,7.111512116,0.013429785,0.154264446,34
587,徳島,徳  島,0.393697481,4149.34,14,660,6.286878788,5.1,2778067,1.1,徳  島,165,20,31,17,14,4,15,0.7,0.25,0.001060606,0.046969697,6.492239835,-1.386294361,-6.848914779,0.046969697,-3.058252631,8.907337493,-0.062394409,0.286666667,0.173850284,-0.563962967,0.015933087,6.492239835,0.008906618,0.045902635,35
588,香川,香  川,0.394111187,5332.7,14,822,6.487469586,4.3,3727942,1.1,香  川,226,22,59,44,15,6,15,0.6,0.274939173,0.000729927,0.071776156,6.711740395,-1.291205396,-7.222566019,0.071776156,-2.634202951,8.945779049,-0.063151147,0.286666667,0.191253436,0.021859161,0.01551568,6.711740395,0.005543949,0.116663297,36
589,愛媛,愛  媛,0.39863592,8157.32,14,1196,6.820501672,4.9,4937193,1.1,愛  媛,394,27,89,66,23,6,15,0.8,0.329431438,0.000668896,0.074414716,7.086737935,-1.110387025,-7.309881486,0.074414716,-2.598101565,8.983271904,-0.378405222,0.286666667,0.170263668,-0.000362878,0.016184949,7.086737935,0.009593967,0.150807913,37
590,高知,高  知,0.399832261,5435.035,14,656,8.285114329,5.275,2450972,1.1,高  知,236,29,69,51,18,9,15,0.7,0.359756098,0.001067073,0.105182927,6.486160789,-1.022328984,-6.842835733,0.105182927,-2.252054284,9.186098439,-0.032350795,0.286666667,0.160460526,0.110931758,0.016190424,6.486160789,0.018048781,0.137462902,38
591,福岡,福  岡,0.397074238,30515.72,14,4017,7.596644262,6.9,17133437,1.1,福  岡,1352,27,288,211,77,6,15,6.9,0.336569579,0.0017177,0.071695295,8.298290634,-1.088950378,-6.366769223,0.071695295,-2.635330154,9.094676635,0.248660489,0.286666667,0.175086913,-0.03019894,0.015020963,8.298290634,-0.015811142,0.149259642,39
592,佐賀,佐  賀,0.388809548,4910.3,14,679,7.231664212,4.7,2702735,1.1,佐  賀,216,25,56,43,13,6,15,0.7,0.318114875,0.001030928,0.082474227,6.520621128,-1.14534272,-6.877296071,0.082474227,-2.495269437,9.031541323,-0.035234426,0.286666667,0.16843552,0.095116439,0.015658183,6.520621128,-0.002727671,0.107886928,40
593,長崎,長  崎,0.396968166,9116.84,14,1187,7.680572873,5.375,4325864,1.1,長  崎,449,30,90,61,29,6,15,1.4,0.378264532,0.001179444,0.075821398,7.079184395,-0.972161507,-6.742712158,0.075821398,-2.579374724,9.092948582,-0.068262027,0.286666667,0.203014896,-0.014977471,0.015299399,7.079184395,0.01408163,0.271456843,41
594,熊本,熊  本,0.403353564,11383.67,14,1468,7.754543597,5.175,5369295,1.1,熊  本,498,27,87,63,24,5,15,1.1,0.339237057,0.000749319,0.059264305,7.291656209,-1.081056132,-7.196346029,0.059264305,-2.825748091,9.105310562,-0.416235853,0.286666667,0.166693197,-0.168002736,0.01503652,7.291656209,-0.000898105,0.147309142,42
595,大分,大  分,0.394318231,7911.49,14,976,8.106034836,4.825,4188697,1.1,大  分,309,26,71,52,19,6,15,0.8,0.316598361,0.000819672,0.072745902,6.883462586,-1.15012131,-7.106606138,0.072745902,-2.620782709,9.132311261,-0.198623587,0.286666667,0.14554035,0.077011273,0.014723986,6.883462586,-0.00080701,0.131742782,43
596,宮崎,宮  崎,0.39578089,9119.055,14,916,9.955300218,5.925,3418763,1.1,宮  崎,369,32,68,58,10,6,15,0.5,0.402838428,0.000545852,0.074235808,6.820016365,-0.909219721,-7.513163545,0.074235808,-2.600508659,9.344018246,-0.64549413,0.286666667,0.129762341,-0.059599336,0.013828128,6.820016365,-0.001289188,0.13152713,44
597,鹿児島,鹿児島,0.401462152,12992.105,14,1400,9.280075,4.425,5429331,1.1,鹿児島,482,27,110,73,37,6,15,1.7,0.344285714,0.001214286,0.078571429,7.244227516,-1.066283402,-6.713599265,0.078571429,-2.54374715,9.25610931,0.06384908,0.286666667,0.020274254,-0.081422076,0.014651638,7.244227516,0.007594595,0.111007807,45
598,北海道,北海道,0.385960859,38016.525,13,4572,8.315075459,5.95,19573360,-0.4,北海道,1391,25,248,172,76,4,14,5.1,0.30424322,0.001115486,0.05424322,8.427706025,-1.189927833,-6.798465485,0.05424322,-2.914277279,9.178817991,-0.232174263,-1.213333333,0.176640041,-0.132046785,0.0033413,8.427706025,-0.003487164,0.034377554,0
599,青森,青  森,0.384363018,10558.275,13,1164,9.07068299,5.975,4440685,-0.4,青  森,537,37,76,53,23,5,14,0.7,0.461340206,0.000601375,0.065292096,7.059617628,-0.773619534,-7.416292572,0.065292096,-2.728884288,9.2433401,-0.142929367,-1.213333333,0.142931865,-0.185921599,0.00575364,7.059617628,0.016228529,0.241283229,1
600,岩手,岩  手,0.379642679,9144.595,13,1122,8.150262923,4.625,4422759,-0.4,岩  手,500,36,72,58,14,5,14,0.6,0.445632799,0.000534759,0.064171123,7.022868086,-0.808259988,-7.53369371,0.064171123,-2.746201967,9.136085879,-0.533311477,-1.213333333,0.151993727,-0.10317035,0.006167395,7.022868086,0.015304029,0.161032109,2
601,宮城,宮  城,0.378036989,14496.36,13,1872,7.743782051,5.875,8293068,-0.4,宮  城,550,23,92,74,18,4,14,1.2,0.293803419,0.000641026,0.049145299,7.534762657,-1.224844379,-7.3524411,0.049145299,-3.01297408,9.07494277,-0.353789594,-1.213333333,0.16073059,-0.122502566,0.006989513,7.534762657,-0.01483274,0.035543442,3
602,秋田,秋  田,0.373151731,8980.92,13,958,9.374655532,5.5,3665289,-0.4,秋  田,494,42,56,39,17,5,14,0.9,0.51565762,0.000939457,0.058455115,6.864847778,-0.662312261,-6.970208294,0.058455115,-2.839496087,9.260781424,-0.150565705,-1.213333333,0.154605911,-0.21663227,0.008227034,6.864847778,0.029515308,0.225543003,4
603,山形,山  形,0.374476529,8093.915,13,989,8.183938322,3.875,3640051,-0.4,山  形,370,30,59,39,20,5,14,1,0.374115268,0.001011122,0.059656218,6.896694332,-0.983191326,-6.896694332,0.059656218,-2.819156888,9.113433519,-0.089094437,-1.213333333,0.145219885,-0.095958659,0.008804067,6.896694332,0.016200169,0.13966103,5
604,福島,福  島,0.373020178,13291.43,13,1658,8.016544029,5.025,7205483,-0.4,福  島,543,26,122,98,24,6,14,2,0.327503016,0.001206273,0.07358263,7.413367336,-1.116258016,-6.720220155,0.07358263,-2.609346291,9.101975078,0.028465288,-1.213333333,0.16957618,0.042153311,0.007760579,7.413367336,0.007983678,0.038601227,6
605,茨城,茨  城,0.383848111,16281.055,13,2360,6.898752119,4.375,10499981,-0.4,茨  城,722,24,110,80,30,4,14,1.3,0.305932203,0.000550847,0.046610169,7.766416898,-1.184391759,-7.504052634,0.046610169,-3.065936532,8.955153109,-0.258836169,-1.213333333,0.19545571,-0.316024876,0.008117156,7.766416898,-0.015319539,0.082777615,7
