,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000,unempr,grp,rGDP,pref2,suicide,death_rate,liver_disease,liver_disease_m,liver_disease_f,liver_disease_rate,year,loony,suicide_per_1000,loony_per_1000,liver_disease_1000,log_adult_population_per_1000,log_suicide_per_1000,log_loony_per_1000,liver_disease_per_1000,log_liver_disease_per_1000,log_cons_per_1000,log_loony_per_1000FE,rGDPFE,log_cons_per_1000FE,log_liver_disease_per_1000FE,burdenFE,log_adult_population,log_adult_populationFE,log_suicide_per_1000FE,pref_id
205,静岡,静  岡,0.361378474,19247.475,22,3085,6.239051864,3.85,16801351,3.5,静  岡,832,23,212,166,46,6,23,2.2,0.269692058,0.000713128,0.068719611,8.034306936,-1.310474496,-7.245849576,0.068719611,-2.677720662,8.738583505,-0.007026805,2.686666667,-0.07316342,0.110775893,-0.013363284,8.034306936,0.008763747,0.062291302,21
206,愛知,愛  知,0.367674425,33004.595,22,5981,5.518240261,4.075,34077499,3.5,愛  知,1481,20,348,259,89,5,23,5.9,0.247617455,0.000986457,0.05818425,8.696343057,-1.395870243,-6.921390706,0.05818425,-2.844140577,8.615814295,0.36217378,2.686666667,-0.142605688,0.070704702,-0.013810137,8.696343057,0.023279921,0.02402664,22
207,三重,三  重,0.355950121,7876.025,22,1512,5.209011243,3.85,8392252,3.5,三  重,359,20,96,64,32,5,23,1.7,0.237433862,0.001124339,0.063492063,7.321188557,-1.437866168,-6.790560306,0.063492063,-2.756840365,8.558145336,0.134270519,2.686666667,-0.102884268,0.006630311,-0.013445308,7.321188557,0.007454703,-0.04790029,23
208,滋賀,滋  賀,0.352305397,5514.225,22,1125,4.901533333,4.45,6483754,3.5,滋  賀,309,22,62,47,15,4,23,0.9,0.274666667,0.0008,0.055111111,7.025538315,-1.292197038,-7.13089883,0.055111111,-2.89840393,8.49730336,-0.011535908,2.686666667,-0.143165403,-0.021978429,-0.013070427,7.025538315,0.023874244,0.068423264,24
209,京都,京  都,0.364552732,13272.175,22,2166,6.127504617,5.475,10199289,3.5,京  都,520,20,137,97,40,5,23,2.7,0.240073869,0.001246537,0.063250231,7.680637428,-1.426808616,-6.687385655,0.063250231,-2.760656502,8.720542869,0.367036501,2.686666667,-0.106493909,0.059021208,-0.014171592,7.680637428,0.006858069,-0.026787298,25
210,大阪,大  阪,0.368471718,49940.265,22,7273,6.866528943,6.675,38281635,3.5,大  阪,1954,23,681,523,158,8,23,5,0.268664925,0.000687474,0.093633989,8.89192414,-1.314290308,-7.282486228,0.093633989,-2.368361834,8.834414009,0.022067265,2.686666667,-0.116370217,0.080960283,-0.014066204,8.89192414,0.013158856,-0.029438905,26
211,兵庫,兵  庫,0.361970931,26343.905,22,4558,5.779707108,5.175,20394968,3.5,兵  庫,1256,23,340,238,102,6,23,4.6,0.275559456,0.001009215,0.07459412,8.42463921,-1.288951863,-6.898582906,0.07459412,-2.595693592,8.662108287,0.229052152,2.686666667,-0.120630006,0.016842639,-0.013652328,8.42463921,0.011031219,0.028292802,27
212,奈良,奈  良,0.35701653,5830.895,22,1143,5.101395451,4.725,3763903,3.5,奈  良,242,17,79,55,24,6,23,1.1,0.211723535,0.00096238,0.06911636,7.041411664,-1.552473938,-6.946101484,0.06911636,-2.671963811,8.537269399,0.350238193,2.686666667,-0.074602443,0.20592254,-0.012892039,7.041411664,-0.000796783,-0.084881467,28
213,和歌山,和歌山,0.359681611,4838.245,22,827,5.850356711,4.2,3595835,3.5,和歌山,236,24,87,55,32,9,23,0.7,0.285368803,0.000846433,0.105199516,6.717804695,-1.25397289,-7.074479639,0.105199516,-2.251896576,8.674257915,0.087501816,2.686666667,-0.13982199,0.284649826,-0.014391672,6.717804695,-0.007684857,-0.018555253,29
214,鳥取,鳥  取,0.352057282,3356.705,22,483,6.949699793,4.275,1938180,3.5,鳥  取,147,25,46,36,10,8,23,0.9,0.304347826,0.001863354,0.095238095,6.180016654,-1.189584067,-6.285377169,0.095238095,-2.351375257,8.846453742,0.341360491,2.686666667,-0.063343654,0.262189056,-0.013864992,6.180016654,-0.002955576,0.053544192,30
215,島根,島  根,0.347822085,4095.915,22,591,6.930482234,2.85,2481176,3.5,島  根,186,26,54,35,19,8,23,0.9,0.314720812,0.001522843,0.091370558,6.381816017,-1.156069344,-6.487176533,0.091370558,-2.392831971,8.843684676,0.119757199,2.686666667,-0.103430725,0.067988478,-0.014073444,6.381816017,-0.010454853,-0.067197238,31
216,岡山,岡  山,0.354405562,9008.465,22,1585,5.683574132,4.125,7518826,3.5,岡  山,388,20,94,73,21,5,23,1.2,0.244794953,0.000757098,0.059305994,7.368339686,-1.407334347,-7.18601813,0.059305994,-2.825044904,8.645335562,-0.239358308,2.686666667,-0.099035772,-0.187592602,-0.013197859,7.368339686,0.008614008,0.010413047,32
217,広島,広  島,0.361519053,15274.115,22,2337,6.535778776,3.975,11160917,3.5,広  島,553,20,160,120,40,6,23,2.8,0.236628156,0.001198117,0.068463843,7.756623335,-1.441265333,-6.727003917,0.068463843,-2.681449519,8.785046789,0.144204887,2.686666667,-0.126319799,0.002240731,-0.01346343,7.756623335,0.007153542,-0.099209259,33
218,山口,山  口,0.361439063,7631.01,22,1201,6.3538801,3.775,5991675,3.5,山  口,344,24,101,64,37,7,23,1.5,0.286427977,0.001248959,0.084096586,7.090909822,-1.250268165,-6.685444714,0.084096586,-2.475789305,8.756820945,0.230713786,2.686666667,-0.121756776,0.115219188,-0.013814262,7.090909822,-0.00717251,-0.005514951,34
219,徳島,徳  島,0.359273732,3742.96,22,652,5.740736196,4.5,3026850,3.5,徳  島,146,19,70,53,17,9,23,0.7,0.22392638,0.00107362,0.107361963,6.480044562,-1.49643794,-6.836719506,0.107361963,-2.23154932,8.655342738,-0.050199136,2.686666667,-0.07814447,0.262740343,-0.014371643,6.480044562,-0.003288656,-0.064240944,35
220,香川,香  川,0.360131996,4648.355,22,819,5.675647131,3.825,3762949,3.5,香  川,239,24,55,43,12,6,23,0.7,0.291819292,0.000854701,0.067155067,6.708084084,-1.231620532,-7.064759028,0.067155067,-2.700750899,8.643939868,0.094655844,2.686666667,-0.110585745,-0.044688787,-0.013833729,6.708084084,0.001887638,0.176248161,36
221,愛媛,愛  媛,0.363573313,7093.51,22,1181,6.006359018,4.45,5102991,3.5,愛  媛,305,22,90,68,22,6,23,1.3,0.258255715,0.001100762,0.076206605,7.074116816,-1.35380504,-6.811752552,0.076206605,-2.574307146,8.700574023,0.119723712,2.686666667,-0.112434213,0.023431541,-0.014697156,7.074116816,-0.003027152,-0.092610101,37
222,高知,高  知,0.364689133,4849.615,22,638,7.601277429,4.8,2289682,3.5,高  知,197,26,67,42,25,9,23,0.9,0.308777429,0.001410658,0.105015674,6.458338283,-1.175134555,-6.563698799,0.105015674,-2.253645664,8.936071595,0.246786139,2.686666667,-0.089566318,0.109340379,-0.014573815,6.458338283,-0.009773724,-0.015342669,38
223,福岡,福  岡,0.363552938,27744.485,22,4127,6.722676278,5.95,18467390,3.5,福  岡,1224,24,346,246,100,7,23,5.2,0.296583475,0.001259995,0.083838139,8.32530603,-1.215426567,-6.676647404,0.083838139,-2.478867255,8.81324161,-0.061217693,2.686666667,-0.106348112,0.126263959,-0.013427182,8.32530603,0.011204253,0.022783453,39
224,佐賀,佐  賀,0.354858113,4385.595,22,682,6.430491202,4.5,2924083,3.5,佐  賀,172,20,51,36,15,6,23,0.8,0.252199413,0.001173021,0.074780059,6.525029658,-1.377535181,-6.748173209,0.074780059,-2.593204025,8.768806207,0.093888436,2.686666667,-0.094299596,-0.002818149,-0.014081988,6.525029658,0.001680859,-0.124305533,40
225,長崎,長  崎,0.363380971,7522.06,22,1162,6.473373494,5,4567692,3.5,長  崎,320,23,96,67,29,7,23,1.4,0.275387263,0.001204819,0.082616179,7.057897937,-1.289576942,-6.721425701,0.082616179,-2.493549746,8.775452657,-0.04697557,2.686666667,-0.11448103,0.070847507,-0.013909643,7.057897937,-0.007204827,-0.045958592,41
226,熊本,熊  本,0.369654062,10166.915,22,1475,6.892823729,4.9,5819756,3.5,熊  本,416,23,112,87,25,6,23,2.2,0.282033898,0.001491525,0.075932203,7.296413269,-1.265728009,-6.507955908,0.075932203,-2.577914397,8.83823611,0.272154268,2.686666667,-0.100381255,0.079830957,-0.013860578,7.296413269,0.003858955,-0.037362735,42
227,大分,大  分,0.361946709,7013.295,22,985,7.120096447,4.45,4525567,3.5,大  分,251,21,69,54,15,6,23,1.1,0.254822335,0.001116751,0.070050761,6.892641641,-1.367188702,-6.797331461,0.070050761,-2.658535137,8.87067655,0.110651089,2.686666667,-0.11609436,0.039258846,-0.013573106,6.892641641,0.008372044,-0.085324611,43
228,宮崎,宮  崎,0.36403897,8285.11,22,919,9.015353645,5.25,3651054,3.5,宮  崎,312,28,85,68,17,8,23,1.2,0.339499456,0.001305767,0.092491839,6.823286122,-1.080282935,-6.640964566,0.092491839,-2.380634866,9.106684363,0.22670485,2.686666667,-0.107571542,0.160274457,-0.01292165,6.823286122,0.00198057,-0.039536084,44
229,鹿児島,鹿児島,0.368158273,13712.62,22,1389,9.872296616,4.95,5700288,3.5,鹿児島,411,24,126,97,29,7,23,1.6,0.295896328,0.001151908,0.090712743,7.236339343,-1.217746128,-6.766335714,0.090712743,-2.400057436,9.197487792,0.011112631,2.686666667,-0.038347264,0.062267638,-0.014064953,7.236339343,-0.000293578,-0.040454919,45
230,北海道,北海道,0.367391314,33586.28,21,4599,7.302952816,5.175,18480517,-2,北海道,1393,25,269,177,92,5,22,8,0.302891933,0.001739509,0.058490976,8.433594168,-1.194379194,-6.354152626,0.058490976,-2.838882788,8.896034041,0.212138596,-2.813333333,-0.106143909,-0.056652294,-0.011885922,8.433594168,0.002400979,0.029926194,0
231,青森,青  森,0.362744529,9418.665,21,1139,8.269240562,6.775,4519404,-2,青  森,403,29,98,67,31,7,22,0.9,0.35381914,0.000790167,0.086040386,7.037905963,-1.038969402,-7.143266479,0.086040386,-2.452938485,9.020297953,0.130096726,-2.813333333,-0.080110281,0.090024204,-0.012725672,7.037905963,-0.005483136,-0.024066638,1
232,岩手,岩  手,0.357762766,8172.885,21,1110,7.362959459,5.6,4311851,-2,岩  手,426,32,81,59,22,6,22,1.4,0.383783784,0.001261261,0.072972973,7.012115294,-0.957675948,-6.675643058,0.072972973,-2.61766614,8.904217231,0.324739175,-2.813333333,-0.07987492,0.025365477,-0.012701651,7.012115294,0.004551237,0.011616149,2
233,宮城,宮  城,0.355073126,12883.53,21,1908,6.752374214,6.2,8016359,-2,宮  城,533,23,138,100,38,6,22,1.9,0.279350105,0.000995807,0.072327044,7.553810852,-1.275289428,-6.911956966,0.072327044,-2.626557167,8.817649457,0.08669454,-2.813333333,-0.096562723,0.263914347,-0.013056702,7.553810852,0.004215455,-0.014901607,3
234,秋田,秋  田,0.348791463,7695.085,21,924,8.328014069,5.5,3571431,-2,秋  田,358,33,67,54,13,6,22,1.1,0.387445887,0.001190476,0.072510823,6.828712072,-0.948179085,-6.733401892,0.072510823,-2.624019452,9.0273803,0.086240696,-2.813333333,-0.078795213,-0.001155635,-0.013382028,6.828712072,-0.006620398,-0.060323821,4
235,山形,山  形,0.349443046,7035.19,21,973,7.2304111,4.8,3773924,-2,山  形,307,26,57,42,15,5,22,1.3,0.315519013,0.001336074,0.058581706,6.880384082,-1.153536335,-6.618019818,0.058581706,-2.837332814,8.886051174,0.189580077,-2.813333333,-0.08216246,-0.114134586,-0.01361604,6.880384082,-0.00011008,-0.030683979,5
236,福島,福  島,0.349363238,11645.065,21,1648,7.066180218,5.45,7461078,-2,福  島,508,25,107,80,27,5,22,1.9,0.308252427,0.001152913,0.064927184,7.40731771,-1.176836263,-6.765463824,0.064927184,-2.734488876,8.863075333,-0.016778381,-2.813333333,-0.069323566,-0.082989274,-0.013155484,7.40731771,0.001934052,-0.021977021,6
237,茨城,茨  城,0.359219154,14068.255,21,2416,5.822953228,4.925,11153775,-2,茨  城,701,24,151,108,43,5,22,2.3,0.290149007,0.000951987,0.0625,7.789868559,-1.237360672,-6.956959436,0.0625,-2.772588722,8.66956284,0.288257028,-2.813333333,-0.090134559,-0.022677066,-0.013653222,7.789868559,0.008132122,0.029808702,7
238,栃木,栃  木,0.35975034,9732.445,21,1633,5.959856093,4.825,8127728,-2,栃  木,495,25,112,87,25,6,22,1.2,0.303123086,0.000734844,0.068585426,7.398174093,-1.19361633,-7.215852536,0.068585426,-2.679675222,8.692801614,-0.015002766,-2.813333333,-0.094866791,0.183367688,-0.013264483,7.398174093,0.008731665,0.030257939,8
239,群馬,群  馬,0.359816138,10226.195,21,1642,6.227889769,4.85,7613278,-2,群  馬,508,26,121,86,35,6,22,2.1,0.309378806,0.001278928,0.073690621,7.40367029,-1.173188842,-6.661732945,0.073690621,-2.607879744,8.736792834,0.316123384,-2.813333333,-0.089572462,0.067939931,-0.012601385,7.40367029,0.009039127,0.028504684,9
240,埼玉,埼  玉,0.361479395,34092.865,21,5800,5.878080172,5.05,20425625,-2,埼  玉,1642,23,330,223,107,5,22,5,0.283103448,0.000862069,0.056896552,8.665613197,-1.261942907,-7.056175284,0.056896552,-2.866520542,8.678985486,0.268521448,-2.813333333,-0.076282937,0.046106465,-0.01210326,8.665613197,0.007973566,0.077078387,10
241,新潟,新  潟,0.340912992,15765.53,21,1968,8.010940041,4.575,8734675,-2,新  潟,675,29,142,113,29,6,22,2.5,0.342987805,0.001270325,0.072154472,7.584773078,-1.070060387,-6.668482346,0.072154472,-2.62894602,8.988563392,0.234101897,-2.813333333,-0.098047733,0.060080295,-0.013429126,7.584773078,0.002458044,-0.019838213,11
242,長野,長  野,0.352804807,11682.68,21,1769,6.604115319,4.35,8145261,-2,長  野,501,24,125,93,32,6,22,1.9,0.283210854,0.001074053,0.070661391,7.478169694,-1.261563593,-6.836315808,0.070661391,-2.649855957,8.795448267,0.017509649,-2.813333333,-0.087030852,0.094765187,-0.013629551,7.478169694,0.004008787,0.026038019,12
243,千葉,千  葉,0.359308045,29468.87,21,5030,5.858622266,4.625,19900372,-2,千  葉,1329,22,274,204,70,5,22,4.3,0.264214712,0.000854871,0.054473161,8.523175263,-1.330993204,-7.06456024,0.054473161,-2.910047157,8.675669747,0.213677235,-2.813333333,-0.059676017,0.025918824,-0.011936814,8.523175263,0.011159784,0.041054067,13
244,東京,東  京,0.368368636,93178.025,21,10753,8.665305031,4.975,93857927,-2,東  京,2827,22,1057,865,192,8,22,11.9,0.262903376,0.001106668,0.098298149,9.282940064,-1.335968707,-6.806401664,0.098298149,-2.319750079,9.067082404,0.106442179,-2.813333333,-0.063927845,0.073435124,-0.014160267,9.282940064,0.009446549,0.054232702,14
245,神奈川,神奈川,0.363160299,42042.905,21,7320,5.743566257,5.225,30740343,-2,神奈川,1890,21,457,337,120,5,22,5.1,0.258196721,0.000696721,0.062431694,8.898365607,-1.354033499,-7.269125067,0.062431694,-2.773682216,8.655835596,-0.186552353,-2.813333333,-0.103516349,0.054725651,-0.012318304,8.898365607,0.013308365,0.07946975,15
246,山梨,山  梨,0.360530062,4573.235,21,707,6.468507779,4.325,3159366,-2,山  梨,233,27,54,44,10,6,22,0.6,0.329561528,0.000848656,0.076379066,6.561030666,-1.109992212,-7.07185629,0.076379066,-2.572046619,8.774700724,-0.049116945,-2.813333333,-0.112090628,0.007446086,-0.013681411,6.561030666,0.005613359,0.104441448,16
247,富山,富  山,0.353979637,5838.28,21,910,6.415692308,3.975,4260787,-2,富  山,249,23,68,53,15,6,22,0.8,0.273626374,0.000879121,0.074725275,6.8134446,-1.295991703,-7.036588151,0.074725275,-2.593936894,8.766502191,0.118179112,-2.813333333,-0.091134659,0.072037253,-0.014640839,6.8134446,0.006802688,-0.112284714,17
248,石川,石  川,0.354751742,6062.76,21,948,6.395316456,4.35,4546790,-2,石  川,261,23,60,47,13,5,22,1.3,0.275316456,0.001371308,0.063291139,6.854354502,-1.289834095,-6.591990238,0.063291139,-2.76000994,8.763321198,0.332470286,-2.813333333,-0.105239277,0.05262739,-0.01466008,6.854354502,0.002197204,0.047372747,18
249,福井,福  井,0.358190165,3879.99,21,651,5.960046083,3.45,3407417,-2,福  井,160,20,39,29,10,5,22,0.6,0.24577573,0.000921659,0.059907834,6.478509642,-1.403335827,-6.989335266,0.059907834,-2.814947996,8.692833492,0.074697149,-2.813333333,-0.095685441,-0.06319598,-0.015221616,6.478509642,-0.002846189,-0.06823451,19
250,岐阜,岐  阜,0.358829407,8834.51,21,1706,5.178493552,4.1,7295522,-2,岐  阜,426,21,115,86,29,6,22,1.5,0.249706917,0.00087925,0.067409144,7.441906728,-1.387467382,-7.03644162,0.067409144,-2.6969746,8.552269473,0.226630703,-2.813333333,-0.125124444,0.153689692,-0.014041285,7.441906728,0.01357062,-0.079478611,20
251,静岡,静  岡,0.361378474,18784.23,21,3111,6.038003857,4.225,15947396,-2,静  岡,854,23,191,143,48,5,22,2.2,0.274509804,0.000707168,0.06139505,8.042699497,-1.292768303,-7.254242137,0.06139505,-2.790426069,8.705828749,-0.015419366,-2.813333333,-0.105918176,-0.001929514,-0.013363284,8.042699497,0.017156308,0.079997494,21
252,愛知,愛  知,0.367674425,33550.59,21,5967,5.622689794,4.75,33647515,-2,愛  知,1434,20,350,271,79,5,22,5.9,0.24032177,0.000988772,0.058655941,8.693999568,-1.425776546,-6.919047217,0.058655941,-2.836066413,8.634565439,0.364517269,-2.813333333,-0.123854544,0.078778866,-0.013810137,8.693999568,0.020936431,-0.005879664,22
253,三重,三  重,0.355950121,7981.45,21,1527,5.226882777,4.45,7845102,-2,三  重,351,19,104,80,24,6,22,1.7,0.229862475,0.001113294,0.0681074,7.331060305,-1.470274082,-6.800432054,0.0681074,-2.686669406,8.561570352,0.12439877,-2.813333333,-0.099459252,0.07680127,-0.013445308,7.331060305,0.017326452,-0.080308203,23
254,滋賀,滋  賀,0.352305397,5829.625,21,1122,5.195744207,4.125,6127124,-2,滋  賀,308,22,63,45,18,5,22,0.9,0.274509804,0.000802139,0.056149733,7.022868086,-1.292768303,-7.128228602,0.056149733,-2.87973336,8.555595148,-0.00886568,-2.813333333,-0.084873615,-0.00330786,-0.013070427,7.022868086,0.021204016,0.067851998,24
255,京都,京  都,0.364552732,13268.79,21,2145,6.185916084,5.75,9941796,-2,京  都,584,23,135,100,35,5,22,2.7,0.272261072,0.001258741,0.062937063,7.670894831,-1.300993849,-6.677643058,0.062937063,-2.765620053,8.730030388,0.376779097,-2.813333333,-0.09700639,0.054057657,-0.014171592,7.670894831,-0.002884527,0.099027469,25
256,大阪,大  阪,0.368471718,50807.08,21,7166,7.090019537,6.775,37560687,-2,大  阪,2096,24,628,482,146,7,22,5,0.292492325,0.000697739,0.087636059,8.877102898,-1.229316852,-7.267664985,0.087636059,-2.434562731,8.866443375,0.036888508,-2.813333333,-0.084340851,0.014759385,-0.014066204,8.877102898,-0.001662386,0.05553455,26
257,兵庫,兵  庫,0.361970931,27562.97,21,4546,6.063125825,5.35,18982870,-2,兵  庫,1256,23,363,276,87,7,22,4.6,0.276286846,0.001011879,0.079850418,8.422003004,-1.286315657,-6.895946701,0.079850418,-2.52760017,8.709980759,0.231688358,-2.813333333,-0.072757535,0.084936061,-0.013652328,8.422003004,0.008395014,0.030929007,27
258,奈良,奈  良,0.35701653,5650.36,21,1145,4.934812227,4.725,3610813,-2,奈  良,267,19,65,44,21,5,22,1.1,0.233187773,0.000960699,0.056768559,7.043159916,-1.455911258,-6.947849736,0.056768559,-2.868772646,8.504069902,0.348489941,-2.813333333,-0.10780194,0.009113705,-0.012892039,7.043159916,0.000951469,0.011681213,28
259,和歌山,和歌山,0.359681611,4957.695,21,827,5.994794438,4.175,3388522,-2,和歌山,249,25,58,40,18,6,22,0.7,0.301088271,0.000846433,0.070133011,6.717804695,-1.200351799,-7.074479639,0.070133011,-2.657361684,8.698646778,0.087501816,-2.813333333,-0.115433126,-0.120815282,-0.014391672,6.717804695,-0.007684857,0.035065838,29
260,鳥取,鳥  取,0.352057282,3376.53,21,490,6.890877551,4.425,1960153,-2,鳥  取,145,25,41,36,5,7,22,0.9,0.295918367,0.001836735,0.083673469,6.194405391,-1.217671649,-6.299765907,0.083673469,-2.480833324,8.837953722,0.326971754,-2.813333333,-0.071843674,0.132730989,-0.013864992,6.194405391,0.011433162,0.02545661,30
261,島根,島  根,0.347822085,4180.255,21,592,7.061241554,3.8,2437022,-2,島  根,184,26,51,33,18,7,22,0.9,0.310810811,0.00152027,0.086148649,6.383506635,-1.168570877,-6.488867151,0.086148649,-2.451681002,8.862376173,0.118066581,-2.813333333,-0.084739229,0.009139447,-0.014073444,6.383506635,-0.008764235,-0.079698772,31
262,岡山,岡  山,0.354405562,9160.255,21,1584,5.782989268,4.625,7400748,-2,岡  山,402,21,131,102,29,7,22,1.2,0.253787879,0.000757576,0.08270202,7.367708572,-1.371256484,-7.185387016,0.08270202,-2.492511249,8.662676002,-0.238727194,-2.813333333,-0.081695332,0.144941053,-0.013197859,7.367708572,0.007982894,0.04649091,32
263,広島,広  島,0.361519053,15609.295,21,2338,6.676345167,4.375,10971359,-2,広  島,607,22,160,111,49,6,22,2.8,0.25962361,0.001197605,0.068434559,7.757051142,-1.348522351,-6.727431725,0.068434559,-2.681877327,8.806325986,0.14377708,-2.813333333,-0.105040602,0.001812923,-0.01346343,7.757051142,0.00758135,-0.006466276,33
264,山口,山  口,0.361439063,7877.78,21,1208,6.52134106,4.225,5808725,-2,山  口,349,24,91,63,28,6,22,1.5,0.288907285,0.001241722,0.075331126,7.096721378,-1.241649456,-6.69125627,0.075331126,-2.585861872,8.782835318,0.22490223,-2.813333333,-0.095742403,0.005146621,-0.013814262,7.096721378,-0.001360953,0.003103757,34
265,徳島,徳  島,0.359273732,3735.32,21,655,5.702778626,4.65,2853915,-2,徳  島,152,20,75,50,25,10,22,0.7,0.232061069,0.001068702,0.114503817,6.484635236,-1.460754715,-6.84131018,0.114503817,-2.167147122,8.648708813,-0.054789809,-2.813333333,-0.084778395,0.327142541,-0.014371643,6.484635236,0.001302018,-0.028557718,35
266,香川,香  川,0.360131996,4722.055,21,816,5.786832108,4.075,3752452,-2,香  川,215,22,66,46,20,7,22,0.7,0.263480392,0.000857843,0.080882353,6.704414355,-1.333776327,-7.061089299,0.080882353,-2.514759613,8.663340289,0.098325573,-2.813333333,-0.091185323,0.141302499,-0.013833729,6.704414355,-0.001782091,0.074092366,36
267,愛媛,愛  媛,0.363573313,7344.075,21,1189,6.176682086,4.65,4849093,-2,愛  媛,299,21,93,71,22,7,22,1.3,0.251471825,0.001093356,0.078216989,7.080867897,-1.380424323,-6.818503632,0.078216989,-2.548268404,8.728536527,0.112972632,-2.813333333,-0.084471709,0.049470284,-0.014697156,7.080867897,0.003723929,-0.119229385,37
268,高知,高  知,0.364689133,4853.435,21,642,7.559867601,5.65,2207251,-2,高  知,197,26,52,41,11,7,22,0.9,0.306853583,0.001401869,0.080996885,6.464588304,-1.181384575,-6.569948819,0.080996885,-2.513344585,8.930608956,0.240536118,-2.813333333,-0.095028957,-0.150358543,-0.014573815,6.464588304,-0.003523704,-0.021592689,38
269,福岡,福  岡,0.363552938,27443.74,21,4106,6.683813931,5.9,17928846,-2,福  岡,1173,23,334,246,88,7,22,5.2,0.285679493,0.001266439,0.081344374,8.320204598,-1.252884749,-6.671545972,0.081344374,-2.509063605,8.807444051,-0.056116261,-2.813333333,-0.112145671,0.09606761,-0.013427182,8.320204598,0.006102821,-0.014674729,39
270,佐賀,佐  賀,0.354858113,4291.185,21,685,6.26450365,4.225,2760966,-2,佐  賀,220,26,55,43,12,7,22,0.8,0.321167883,0.001167883,0.080291971,6.529418838,-1.135791292,-6.75256239,0.080291971,-2.522085653,8.742654638,0.089499256,-2.813333333,-0.120451165,0.068300223,-0.014081988,6.529418838,0.00607004,0.117438356,40
271,長崎,長  崎,0.363380971,7678.65,21,1173,6.546163683,4.9,4449008,-2,長  崎,368,26,107,91,16,8,22,1.4,0.31372549,0.001193521,0.091219096,7.067319849,-1.15923691,-6.730847612,0.091219096,-2.394491014,8.78663446,-0.056397481,-2.813333333,-0.103299227,0.169906239,-0.013909643,7.067319849,0.002217084,0.084381439,41
272,熊本,熊  本,0.369654062,10343.525,21,1469,7.041201498,4.85,5587575,-2,熊  本,451,25,89,59,30,5,22,2.2,0.307011572,0.001497617,0.060585432,7.292337176,-1.180869837,-6.503879816,0.060585432,-2.803700806,8.859534102,0.276230361,-2.813333333,-0.079083263,-0.145955452,-0.013860578,7.292337176,-0.000217138,0.047495437,42
273,大分,大  分,0.361946709,7247.42,21,980,7.395326531,4.6,4216761,-2,大  分,266,22,51,34,17,4,22,1.1,0.271428571,0.001122449,0.052040816,6.887552572,-1.304056263,-6.792242392,0.052040816,-2.955726939,8.90860353,0.115740158,-2.813333333,-0.07816738,-0.257932957,-0.013573106,6.887552572,0.003282975,-0.022192171,43
274,宮崎,宮  崎,0.36403897,8442.175,21,922,9.156372017,4.9,3584104,-2,宮  崎,307,27,90,63,27,8,22,1.2,0.3329718,0.001301518,0.097613883,6.826545224,-1.099697476,-6.644223667,0.097613883,-2.326735553,9.122205311,0.223445748,-2.813333333,-0.092050595,0.21417377,-0.01292165,6.826545224,0.005239671,-0.058950625,44
275,鹿児島,鹿児島,0.368158273,13720.06,21,1385,9.906180505,5,5513647,-2,鹿児島,414,24,116,69,47,7,22,1.6,0.298916968,0.001155235,0.083754513,7.233455419,-1.207589445,-6.763451789,0.083754513,-2.479865228,9.200914135,0.013996555,-2.813333333,-0.034920921,-0.017540154,-0.014064953,7.233455419,-0.003177502,-0.030298236,45
276,北海道,北海道,0.367389282,34117.885,20,4608,7.404054905,5.025,18705954,-3.7,北海道,1439,26,280,188,92,5,21,8,0.312282986,0.001736111,0.060763889,8.435549202,-1.163845495,-6.356107661,0.060763889,-2.800759599,8.909783089,0.210183561,-4.513333333,-0.092394861,-0.018529106,-0.012352506,8.435549202,0.004356014,0.060459892,0
277,青森,青  森,0.362738657,9506.61,20,1143,8.317244094,6.1,4550403,-3.7,青  森,476,35,106,79,27,8,21,0.9,0.416447944,0.000787402,0.092738408,7.041411664,-0.87599381,-7.146772179,0.092738408,-2.37797257,9.02608624,0.126591026,-4.513333333,-0.074321995,0.164990119,-0.013113335,7.041411664,-0.001977436,0.138908954,1
278,岩手,岩  手,0.357761672,8202.195,20,1112,7.37607464,4.45,4413412,-3.7,岩  手,459,34,75,53,22,6,21,1.4,0.412769784,0.001258993,0.067446043,7.013915475,-0.884865265,-6.677443238,0.067446043,-2.696427361,8.905996884,0.322938995,-4.513333333,-0.078095267,-0.053395744,-0.01306566,7.013915475,0.006351417,0.084426832,2
279,宮城,宮  城,0.355057385,13243.25,20,1907,6.944546408,5.2,8151378,-3.7,宮  城,577,25,101,75,26,4,21,1.9,0.302569481,0.000996329,0.052962769,7.553286606,-1.195444339,-6.911432719,0.052962769,-2.938166089,8.845711941,0.087218787,-4.513333333,-0.068500239,-0.047694575,-0.013407795,7.553286606,0.003691209,0.064943482,3
280,秋田,秋  田,0.348788974,7893.865,20,930,8.488026882,4.85,3633467,-3.7,秋  田,416,38,66,46,20,6,21,1.1,0.447311828,0.001182796,0.070967742,6.835184586,-0.804499326,-6.739874406,0.070967742,-2.645529844,9.046411847,0.079768182,-4.513333333,-0.059763666,-0.022666026,-0.013685931,6.835184586,-0.000147884,0.083355938,4
281,山形,山  形,0.349439419,7142.445,20,977,7.310588536,3.75,4033581,-3.7,山  形,321,27,70,46,24,6,21,1.3,0.328556807,0.001330604,0.071647902,6.884486652,-1.113045529,-6.622122388,0.071647902,-2.63599141,8.897079061,0.185477507,-4.513333333,-0.071134574,0.087206819,-0.013898999,6.884486652,0.00399249,0.009806827,5
