,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000adult,unempr,grp,pref2,suicide,liver_disease,liver_disease_rate,year,loony,suicide_per_1000adult,loony_per_1000adult,liver_disease_1000,liver_disease_per_1000,pref_id,over65,total_population,cons_per_1000,over65rate,suicide_per_1000,loony_per_1000,grp_per_1000,birth_num,marriage_num,divorce_num,birth_rate,marriage_rate,divorce_rate
123,島根,島  根,0.347822085,4006.3,24,582,6.883676976,2.675,2521240,島  根,177,45,7,25,0.8,0.304123711,0.00137457,0.077319588,0.077319588,31,30,707,5.666619519,0.3,0.250353607,0.001131542,3566.110325,460.75,258.6666667,83.66666667,0.651697313,0.365865158,0.118340405
124,岡山,岡  山,0.354405562,8735.025,24,1580,5.528496835,3.775,7750586,岡  山,340,130,7,25,2.4,0.215189873,0.001518987,0.082278481,0.082278481,32,26.2,1936,4.511893079,0.262,0.175619835,0.001239669,4003.40186,1350.916667,795.9166667,289.4166667,0.697787535,0.411113981,0.14949208
125,広島,広  島,0.361519053,15098.95,24,2327,6.48859046,3.6,11471822,広  島,556,181,6,25,2.1,0.23893425,0.00090245,0.077782553,0.077782553,33,25.3,2848,5.301597612,0.253,0.195224719,0.00073736,4028.027388,2066.166667,1218.25,420.3333333,0.725479869,0.42775632,0.147588951
126,山口,山  口,0.361439063,7469.485,24,1185,6.303362869,3.55,6188551,山  口,281,99,7,25,1,0.237130802,0.000843882,0.083544304,0.083544304,34,29.2,1431,5.219765898,0.292,0.196366177,0.000698812,4324.633823,907.4166667,542,196.3333333,0.634113673,0.378756115,0.137200093
127,徳島,徳  島,0.359273732,3609.63,24,646,5.587662539,3.925,3034411,徳  島,169,67,9,25,0.9,0.261609907,0.001393189,0.10371517,0.10371517,35,28,776,4.651585052,0.28,0.217783505,0.001159794,3910.323454,469.5833333,287.4166667,104.25,0.605133161,0.370382302,0.134342784
128,香川,香  川,0.360131996,4679.93,24,811,5.770567201,3.425,3989213,香  川,184,66,7,25,0.7,0.226880395,0.000863132,0.081381011,0.081381011,36,27.1,989,4.7319818,0.271,0.186046512,0.000707786,4033.582406,673.5,398.5833333,153.1666667,0.6809909,0.403016515,0.154870239
129,愛媛,愛  媛,0.363573313,6883.655,24,1167,5.898590403,3.75,5043843,愛  媛,316,96,7,25,1.2,0.270779777,0.001028278,0.082262211,0.082262211,37,27.8,1415,4.864773852,0.278,0.223321555,0.000848057,3564.553357,910.75,527.0833333,207.5833333,0.643639576,0.372497055,0.146702002
130,高知,高  知,0.364689133,4574.655,24,628,7.284482484,3.7,2291796,高  知,160,64,9,25,0.7,0.25477707,0.00111465,0.101910828,0.101910828,38,30.1,752,6.083317819,0.301,0.212765957,0.000930851,3047.601064,437.5833333,271.1666667,113.5,0.58189273,0.360593972,0.150930851
131,福岡,福  岡,0.363552938,27501.43,24,4153,6.622063569,5.15,18639643,福  岡,1067,311,6,25,8,0.256922706,0.001926318,0.074885625,0.074885625,39,23.3,5085,5.408344149,0.233,0.209832842,0.001573255,3665.613176,3814,2318.25,863.9166667,0.750049164,0.455899705,0.169895116
132,佐賀,佐  賀,0.354858113,4177.41,24,679,6.152297496,3.7,2841615,佐  賀,151,51,6,25,0.8,0.222385862,0.001178203,0.075110457,0.075110457,40,25.3,843,4.955409253,0.253,0.179122183,0.000948992,3370.836299,610.9166667,325.4166667,119.4166667,0.724693555,0.386022143,0.141656781
133,長崎,長  崎,0.363380971,7236.13,24,1145,6.319764192,4.275,4677031,長  崎,280,97,7,25,1.8,0.244541485,0.001572052,0.084716157,0.084716157,41,27,1408,5.139296875,0.27,0.198863636,0.001278409,3321.754972,956.6666667,533.3333333,201,0.679450758,0.378787879,0.142755682
134,熊本,熊  本,0.369654062,9971.265,24,1469,6.787791014,4.3,5997099,熊  本,365,119,7,25,2.6,0.248468346,0.001769912,0.081007488,0.081007488,42,26.5,1807,5.518132263,0.265,0.201992252,0.001438849,3318.815163,1333.75,745.5,276,0.738101826,0.412562258,0.152739347
135,大分,大  分,0.361946709,7294.91,24,974,7.489640657,3.85,4631473,大  分,255,87,7,25,1,0.261806982,0.001026694,0.089322382,0.089322382,43,27.6,1185,6.156042194,0.276,0.215189873,0.000843882,3908.416034,800.5,470.6666667,180.1666667,0.675527426,0.397187061,0.152039381
136,宮崎,宮  崎,0.36403897,8344.19,24,914,9.129310722,4.5,3720855,宮  崎,256,80,7,25,1.8,0.280087527,0.001969365,0.087527352,0.087527352,44,26.7,1126,7.410470693,0.267,0.227353464,0.001598579,3304.489343,816.3333333,471.4166667,200,0.724985198,0.41866489,0.177619893
137,鹿児島,鹿児島,0.368158273,13460.155,24,1376,9.78208939,4.4,5591115,鹿児島,362,126,8,25,1.8,0.263081395,0.00130814,0.091569767,0.091569767,45,27,1690,7.964588757,0.27,0.214201183,0.001065089,3308.352071,1235.583333,676.8333333,261.8333333,0.731114398,0.400493097,0.154930966
138,北海道,北海道,0.367391314,33322.11,23,4580,7.275569869,5.225,18857194,北海道,1206,321,6,24,6.1,0.263318777,0.001331878,0.070087336,0.070087336,0,25.2,5486,6.074026613,0.252,0.2198323,0.001111921,3437.330295,3269.416667,2215.583333,975.1666667,0.595956374,0.403861344,0.177755499
139,青森,青  森,0.362744529,9165.32,23,1127,8.132493345,5.975,4601836,青  森,327,108,8,24,1,0.290150843,0.000887311,0.095829636,0.095829636,1,26.1,1363,6.724372707,0.261,0.239911959,0.000733676,3376.255319,795.4166667,472.25,201.25,0.583577892,0.346478357,0.147652238
140,岩手,岩  手,0.357762766,7717.66,23,1084,7.119612546,4.8,4453705,岩  手,329,82,6,24,1.4,0.303505535,0.001291513,0.075645756,0.075645756,2,27.3,1314,5.873409437,0.273,0.250380518,0.001065449,3389.425419,786.4166667,464.25,174.9166667,0.598490614,0.353310502,0.133117707
141,宮城,宮  城,0.355073126,12612.94,23,1908,6.610555556,5.575,8159753,宮  城,437,116,5,24,1.9,0.229035639,0.000995807,0.060796646,0.060796646,3,22.4,2327,5.420257843,0.224,0.187795445,0.000816502,3506.554792,1566.416667,1021.416667,336.9166667,0.673148546,0.438941413,0.144785847
142,秋田,秋  田,0.348791463,7377.45,23,905,8.151878453,4.875,3749784,秋  田,293,90,9,24,1.1,0.323756906,0.00121547,0.099447514,0.099447514,4,29.7,1075,6.862744186,0.297,0.27255814,0.001023256,3488.171163,552.4166667,343.3333333,128.0833333,0.513875969,0.319379845,0.119147287
143,山形,山  形,0.349443046,6815.715,23,957,7.121959248,3.975,4149411,山  形,290,64,6,24,1,0.303030303,0.001044932,0.066875653,0.066875653,5,27.6,1161,5.870555556,0.276,0.249784668,0.000861326,3573.997416,699.4166667,402,142.8333333,0.60242607,0.34625323,0.123026127
144,福島,福  島,0.349363238,10571.105,23,1625,6.505295385,4.675,6978230,福  島,428,114,6,24,2,0.263384615,0.001230769,0.070153846,0.070153846,6,25.2,1990,5.312113065,0.252,0.215075377,0.001005025,3506.648241,1240.5,762,279.9166667,0.623366834,0.382914573,0.140661642
145,茨城,茨  城,0.359219154,13509.695,23,2416,5.591761175,4.275,12330557,茨  城,614,184,6,24,1.2,0.254139073,0.000496689,0.07615894,0.07615894,7,22.9,2958,4.567172076,0.229,0.207572684,0.00040568,4168.545301,1921.416667,1214.416667,430.5833333,0.649566148,0.410553302,0.145565698
146,栃木,栃  木,0.35975034,8948.975,23,1637,5.46669212,4.1,8675960,栃  木,449,117,6,24,1,0.274282224,0.000610874,0.071472205,0.071472205,8,22.3,2000,4.4744875,0.223,0.2245,0.0005,4337.98,1322.333333,851.6666667,315,0.661166667,0.425833333,0.1575
147,群馬,群  馬,0.359816138,9935.43,23,1629,6.099097606,4,8150611,群  馬,459,132,7,24,2.1,0.281767956,0.001289134,0.081031308,0.081031308,9,23.9,2001,4.965232384,0.239,0.229385307,0.001049475,4073.268866,1289.916667,769.9166667,295.6666667,0.644636015,0.38476595,0.147759454
148,埼玉,埼  玉,0.361479395,34175.84,23,5909,5.783692672,4.625,21641890,埼  玉,1528,327,5,24,2.7,0.258588594,0.00045693,0.055339313,0.055339313,10,20.9,7207,4.742034133,0.209,0.212016095,0.000374636,3002.898571,4787.166667,3060.25,1139.166667,0.664238472,0.424621895,0.158063919
149,新潟,新  潟,0.340912992,15794.15,23,1951,8.095412609,3.9,9317128,新  潟,617,154,7,24,1.9,0.316248078,0.00097386,0.07893388,0.07893388,11,26.4,2362,6.686769687,0.264,0.261219306,0.000804403,3944.592718,1469,852.3333333,266.4166667,0.621930567,0.360852385,0.112792831
150,長野,長  野,0.352804807,11372.295,23,1748,6.505889588,3.65,8650672,長  野,447,115,6,24,1.9,0.255720824,0.001086957,0.065789474,0.065789474,12,26.7,2142,5.309194678,0.267,0.208683473,0.000887021,4038.595705,1414.583333,837.4166667,288.6666667,0.66040305,0.390950825,0.134765017
151,千葉,千  葉,0.359308045,28679.35,23,5128,5.592696958,4.325,20437502,千  葉,1215,309,5,24,4.1,0.236934477,0.000799532,0.06025741,0.06025741,13,22,6214,4.615280013,0.22,0.195526231,0.0006598,3288.944641,4165.666667,2685.583333,981.3333333,0.670367986,0.432182706,0.15792297
152,東京,東  京,0.368368636,92010.735,23,11171,8.236571032,4.75,97381097,東  京,2575,1062,8,24,9,0.230507564,0.000805658,0.095067586,0.095067586,14,20.6,13196,6.972623143,0.206,0.195134889,0.000682025,7379.592073,8842.25,7324.75,2100.166667,0.670070476,0.555073507,0.159151763
153,神奈川,神奈川,0.363160299,42215.455,23,7459,5.659666845,4.425,32405248,神奈川,1659,448,5,24,9,0.222415873,0.001206596,0.06006167,0.06006167,15,20.6,9058,4.660571318,0.206,0.183153014,0.000993597,3577.527931,6346.5,4248.5,1412.666667,0.700651358,0.469032899,0.155957901
154,山梨,山  梨,0.360530062,4997.285,23,697,7.169705882,3.75,3562762,山  梨,185,58,7,24,0.6,0.265423242,0.000860832,0.083213773,0.083213773,16,24.8,857,5.83113769,0.248,0.215869312,0.000700117,4157.248541,536.0833333,333.5,127.8333333,0.625534811,0.389148191,0.149163749
155,富山,富  山,0.353979637,5803.935,23,897,6.470384615,3.225,4708191,富  山,238,69,6,24,0.7,0.265328874,0.000780379,0.076923077,0.076923077,17,26.4,1088,5.334499081,0.264,0.21875,0.000643382,4327.381434,661.5833333,392.25,126.9166667,0.608072917,0.360523897,0.116651348
156,石川,石  川,0.354751742,6016.315,23,950,6.332963158,3.725,4838087,石  川,241,51,4,24,1.1,0.253684211,0.001157895,0.053684211,0.053684211,18,23.9,1166,5.15978988,0.239,0.206689537,0.000943396,4149.302744,815.25,459.75,146.8333333,0.699185249,0.394296741,0.125929102
157,福井,福  井,0.358190165,3737.37,23,652,5.732162577,2.975,3535353,福  井,159,54,7,24,0.7,0.243865031,0.00107362,0.082822086,0.082822086,19,25.2,803,4.654259029,0.252,0.198007472,0.000871731,4402.681196,565.3333333,304.4166667,97.33333333,0.704026567,0.379099211,0.121212121
158,岐阜,岐  阜,0.358829407,8679.015,23,1681,5.163007139,3.6,7668258,岐  阜,425,97,5,24,1,0.252825699,0.000594884,0.057703748,0.057703748,20,24.3,2071,4.190736359,0.243,0.205214872,0.000482859,3702.683728,1399.5,805.0833333,285.5,0.675760502,0.388741349,0.137856108
159,静岡,静  岡,0.361378474,18432.255,23,3066,6.011824853,3.55,17094100,静  岡,751,184,5,24,3.3,0.244944553,0.001076321,0.060013046,0.060013046,21,24.1,3749,4.916579088,0.241,0.200320085,0.000880235,4559.642571,2597.666667,1595.083333,570.3333333,0.692895883,0.425469014,0.152129457
160,愛知,愛  知,0.367674425,32930.295,23,5993,5.494793092,3.575,35859702,愛  知,1332,327,5,24,4.9,0.222259303,0.000817621,0.054563658,0.054563658,22,20.6,7416,4.440438916,0.206,0.17961165,0.000660734,4835.450647,5727.666667,3543,1122.083333,0.772339087,0.477750809,0.151305735
161,三重,三  重,0.355950121,7847.61,23,1505,5.214358804,3.475,8454063,三  重,370,98,5,24,2.2,0.245847176,0.001461794,0.065116279,0.065116279,23,24.4,1847,4.248841364,0.244,0.200324851,0.001191121,4577.186248,1259.333333,743.8333333,269.6666667,0.681826385,0.40272514,0.146002527
162,滋賀,滋  賀,0.352305397,5648.955,23,1129,5.0035031,3.65,6544577,滋  賀,282,65,5,24,1.2,0.249778565,0.001062888,0.057573074,0.057573074,24,20.9,1414,3.99501768,0.209,0.199434229,0.000848656,4628.41372,1102.916667,628.5,196.6666667,0.779997643,0.444483734,0.139085337
163,京都,京  都,0.364552732,13257.63,23,2174,6.098265869,4.7,10439457,京  都,447,138,5,24,2,0.205611776,0.000919963,0.063477461,0.063477461,25,23.7,2632,5.037093465,0.237,0.169832827,0.000759878,3966.359043,1725.083333,1075.75,386.1666667,0.655426798,0.408719605,0.146719858
164,大阪,大  阪,0.368471718,49660.83,23,7284,6.81779654,5.1,38995280,大  阪,1877,713,8,24,4.3,0.257688083,0.000590335,0.097885777,0.097885777,26,22.7,8861,5.604427266,0.227,0.211827108,0.000485273,4400.776436,6151.25,4064.75,1612.333333,0.694193658,0.45872362,0.181958394
165,兵庫,兵  庫,0.361970931,27033.975,23,4556,5.933708297,4.625,20277077,兵  庫,1135,356,7,24,4.2,0.249122037,0.000921861,0.078138718,0.078138718,27,23.4,5582,4.843062522,0.234,0.203332139,0.000752418,3632.582766,3933.083333,2351.5,855.6666667,0.704601099,0.42126478,0.153290338
166,奈良,奈  良,0.35701653,5605.445,23,1143,4.904151356,4.475,3741920,奈  良,245,71,5,24,0.9,0.214348206,0.000787402,0.062117235,0.062117235,28,24.4,1396,4.015361748,0.244,0.175501433,0.000644699,2680.458453,868.6666667,524.1666667,201.4166667,0.622254059,0.375477555,0.14428128
167,和歌山,和歌山,0.359681611,4720.14,23,822,5.742262774,3.85,3679374,和歌山,180,72,7,24,0.8,0.218978102,0.000973236,0.087591241,0.087591241,29,27.5,995,4.743859296,0.275,0.180904523,0.00080402,3697.863317,624.4166667,387.6666667,160.8333333,0.627554439,0.38961474,0.161641541
168,鳥取,鳥  取,0.352057282,3273.51,23,481,6.805634096,3.75,1971785,鳥  取,121,45,8,24,0.6,0.251559252,0.001247401,0.093555094,0.093555094,30,26.4,585,5.59574359,0.264,0.206837607,0.001025641,3370.57265,414.25,227.25,86.91666667,0.708119658,0.388461538,0.148575499
169,島根,島  根,0.347822085,4007.075,23,585,6.849700855,2.725,2572839,島  根,160,61,9,24,0.8,0.273504274,0.001367521,0.104273504,0.104273504,31,29.1,712,5.627914326,0.291,0.224719101,0.001123596,3613.537921,465.5833333,256.4166667,88.25,0.653909176,0.360135768,0.123946629
170,岡山,岡  山,0.354405562,8899.69,23,1582,5.625594185,3.65,7899075,岡  山,360,110,6,24,2.4,0.227560051,0.001517067,0.069532238,0.069532238,32,25.4,1941,4.585105616,0.254,0.185471406,0.001236476,4069.590417,1386.666667,805.4166667,291.1666667,0.714408381,0.414949339,0.150008587
171,広島,広  島,0.361519053,15359.38,23,2332,6.58635506,3.525,11875687,広  島,579,162,6,24,2.1,0.248284734,0.000900515,0.069468268,0.069468268,33,24.3,2855,5.379817863,0.243,0.202802102,0.000735552,4159.610158,2117.333333,1243.416667,429.1666667,0.741622884,0.435522475,0.150321074
172,山口,山  口,0.361439063,7595.855,23,1191,6.377712007,3.4,6099794,山  口,331,96,7,24,1,0.277917716,0.000839631,0.080604534,0.080604534,34,28.2,1442,5.267583218,0.282,0.229542302,0.000693481,4230.092926,901.5833333,549.3333333,204.1666667,0.62523116,0.380952381,0.141585761
173,徳島,徳  島,0.359273732,3688.27,23,646,5.709396285,4.175,3074798,徳  島,147,54,7,24,0.9,0.22755418,0.001393189,0.083591331,0.083591331,35,27.1,780,4.728551282,0.271,0.188461538,0.001153846,3942.048718,494.3333333,279.25,110.5833333,0.633760684,0.358012821,0.141773504
174,香川,香  川,0.360131996,4559.705,23,815,5.594730061,3.65,3941408,香  川,172,71,7,24,0.7,0.211042945,0.000858896,0.087116564,0.087116564,36,26.1,992,4.596476815,0.261,0.173387097,0.000705645,3973.193548,687.3333333,409.75,152.9166667,0.692876344,0.413054435,0.154149866
175,愛媛,愛  媛,0.363573313,7086.04,23,1173,6.040954817,4.075,5362568,愛  媛,290,96,7,24,1.2,0.247229327,0.001023018,0.081841432,0.081841432,37,26.9,1423,4.97964863,0.269,0.2037948,0.000843289,3768.494729,948,543.8333333,221.25,0.666198173,0.382173811,0.155481377
176,高知,高  知,0.364689133,4537.515,23,632,7.179612342,4.15,2293692,高  知,194,64,9,24,0.7,0.306962025,0.001107595,0.101265823,0.101265823,38,29,758,5.986167546,0.29,0.255936675,0.000923483,3025.978892,438.1666667,260.6666667,118.5,0.578056289,0.343887423,0.156332454
177,福岡,福  岡,0.363552938,27658.395,23,4141,6.679158416,5.475,18681392,福  岡,1119,308,6,24,8,0.270224583,0.001931901,0.07437817,0.07437817,39,22.5,5079,5.445637921,0.225,0.22031896,0.001575113,3678.163418,3839.166667,2351.583333,880.1666667,0.755890267,0.463001247,0.173295268
178,佐賀,佐  賀,0.354858113,4281.015,23,679,6.30488218,4.05,2878484,佐  賀,176,49,6,24,0.8,0.259204713,0.001178203,0.072164948,0.072164948,40,24.7,847,5.054327037,0.247,0.207792208,0.00094451,3398.446281,633.5833333,336.4166667,125.9166667,0.748032271,0.397186147,0.148661944
179,長崎,長  崎,0.363380971,7410.265,23,1153,6.426942758,4.525,4673200,長  崎,248,93,7,24,1.8,0.215091067,0.001561145,0.08065915,0.08065915,41,26.2,1417,5.229544813,0.262,0.175017643,0.001270289,3297.953423,990.3333333,532.25,201.3333333,0.698894378,0.375617502,0.142084215
180,熊本,熊  本,0.369654062,9805.71,23,1472,6.661487772,4.525,5997718,熊  本,428,110,6,24,2.6,0.29076087,0.001766304,0.074728261,0.074728261,42,25.8,1813,5.408554881,0.258,0.236072808,0.001434087,3308.173194,1334.833333,735.8333333,277.4166667,0.736256665,0.405865049,0.15301526
181,大分,大  分,0.361946709,7028.395,23,977,7.193853634,4.025,4631790,大  分,261,79,7,24,1,0.267144319,0.001023541,0.080859775,0.080859775,43,26.8,1191,5.901255248,0.268,0.219143577,0.000839631,3888.992443,822.9166667,470.8333333,177.1666667,0.690945984,0.395326057,0.148754548
182,宮崎,宮  崎,0.36403897,8322.47,23,917,9.075757906,4.125,3729792,宮  崎,277,77,7,24,1.8,0.302071974,0.001962923,0.083969466,0.083969466,44,25.9,1131,7.358505747,0.259,0.244916004,0.001591512,3297.782493,844.0833333,463.3333333,196.8333333,0.746315945,0.409666961,0.174034777
183,鹿児島,鹿児島,0.368158273,13737.535,23,1382,9.940329233,4.625,5709742,鹿児島,364,99,6,24,1.8,0.263386397,0.00130246,0.071635311,0.071635311,45,26.5,1699,8.085659211,0.265,0.214243673,0.001059447,3360.648617,1261.75,674.5,260.6666667,0.742642731,0.396998234,0.153423583
184,北海道,北海道,0.367391314,33523.875,22,4589,7.305268032,5.225,18715457,北海道,1312,310,6,23,8,0.285901068,0.001743299,0.067552844,0.067552844,0,24.7,5506,6.088607882,0.247,0.238285507,0.00145296,3399.102252,3336.25,2287,1041.75,0.605929895,0.415365056,0.189202688
185,青森,青  森,0.362744529,9257.2,22,1134,8.163315697,6.425,4577205,青  森,356,106,8,23,0.9,0.313932981,0.000793651,0.093474427,0.093474427,1,25.9,1373,6.742316096,0.259,0.259286235,0.000655499,3333.725419,800.6666667,479.25,209.0833333,0.58315125,0.349053168,0.152282107
186,岩手,岩  手,0.357762766,7514.17,22,1093,6.874812443,5.15,4335971,岩  手,370,85,7,23,1.4,0.338517841,0.001280878,0.077767612,0.077767612,2,27.1,1330,5.64975188,0.271,0.278195489,0.001052632,3260.128571,797.9166667,447.8333333,181.75,0.599937343,0.336716792,0.136654135
187,宮城,宮  城,0.355073126,11196.155,22,1920,5.831330729,5.75,8210249,宮  城,480,121,5,23,1.9,0.25,0.000989583,0.063020833,0.063020833,3,22.4,2348,4.768379472,0.224,0.204429302,0.000809199,3496.698893,1519.5,926.6666667,357.25,0.647146508,0.394662124,0.152150767
188,秋田,秋  田,0.348791463,7439.32,22,916,8.121528384,5.275,3642326,秋  田,346,86,8,23,1.1,0.377729258,0.001200873,0.093886463,0.093886463,4,29.7,1086,6.850202578,0.297,0.318600368,0.001012891,3353.891344,559.0833333,348.5833333,142.25,0.514809699,0.320979128,0.130985267
189,山形,山  形,0.349443046,6708.115,22,966,6.944218427,4.525,4015143,山  形,264,59,5,23,1.3,0.273291925,0.001345756,0.061076605,0.061076605,5,27.6,1169,5.738336185,0.276,0.225834046,0.001112062,3434.681779,723.1666667,417.6666667,150.9166667,0.618619903,0.357285429,0.129098945
190,福島,福  島,0.349363238,9338.795,22,1650,5.659875758,5.125,7551662,福  島,502,137,7,23,1.9,0.304242424,0.001151515,0.083030303,0.083030303,6,25,2029,4.602658945,0.25,0.247412518,0.000936422,3721.863972,1320,761.0833333,307.3333333,0.650566782,0.375102678,0.151470347
191,茨城,茨  城,0.359219154,12658.8,22,2426,5.21797197,4.725,11900115,茨  城,682,173,6,23,2.3,0.281121187,0.000948063,0.0713108,0.0713108,7,22.5,2970,4.262222222,0.225,0.22962963,0.000774411,4006.772727,1985.25,1223,461.6666667,0.668434343,0.411784512,0.155443322
192,栃木,栃  木,0.35975034,9642.22,22,1645,5.861531915,4.625,8604429,栃  木,479,108,6,23,1.2,0.29118541,0.000729483,0.065653495,0.065653495,8,22.1,2008,4.80190239,0.221,0.238545817,0.00059761,4285.074203,1372.5,864.75,313.5,0.683515936,0.43065239,0.156125498
193,群馬,群  馬,0.359816138,10085.185,22,1634,6.172083843,4.625,7981292,群  馬,476,129,7,23,2.1,0.29130967,0.00128519,0.078947368,0.078947368,9,23.6,2008,5.02250249,0.236,0.237051793,0.001045817,3974.747012,1317.083333,786.4166667,312,0.655917995,0.391641766,0.155378486
194,埼玉,埼  玉,0.361479395,33101.995,22,5882,5.627676811,5.025,21118425,埼  玉,1586,342,5,23,5,0.269636178,0.000850051,0.058143489,0.058143489,10,20.4,7195,4.600694232,0.204,0.220430855,0.000694927,2935.152884,4945.75,3177.416667,1162.416667,0.687387074,0.441614547,0.161558953
195,新潟,新  潟,0.340912992,15382.83,22,1961,7.844380418,4.375,9079673,新  潟,651,156,7,23,2.5,0.331973483,0.00127486,0.079551249,0.079551249,11,26.3,2374,6.479709351,0.263,0.274220725,0.001053075,3824.630581,1507.833333,897.5,281.5833333,0.635144622,0.378053917,0.118611345
196,長野,長  野,0.352804807,11662.33,22,1757,6.637638019,3.825,8462682,長  野,493,131,6,23,1.9,0.280591918,0.001081389,0.074558907,0.074558907,12,26.5,2152,5.419298327,0.265,0.229089219,0.0008829,3932.473048,1432.416667,838.0833333,295.0833333,0.665621128,0.389443928,0.137120508
197,千葉,千  葉,0.359308045,28731.075,22,5124,5.607157494,4.7,20259730,千  葉,1370,274,5,23,4.3,0.267369243,0.000839188,0.053473849,0.053473849,13,21.5,6216,4.622116313,0.215,0.22039897,0.000691763,3259.287323,4279.916667,2810.583333,1012.166667,0.688532282,0.452153046,0.162832475
198,東京,東  京,0.368368636,96887.355,22,11121,8.712108174,5.45,95249803,東  京,2919,1041,8,23,11.9,0.262476396,0.001070048,0.09360669,0.09360669,14,20.4,13159,7.362820503,0.204,0.221825367,0.000904324,7238.377004,8959.416667,7434.75,2145.583333,0.680858475,0.564993541,0.163050637
199,神奈川,神奈川,0.363160299,41841.3,22,7435,5.627612643,4.8,31490399,神奈川,1872,474,5,23,5.1,0.251782112,0.000685945,0.063752522,0.063752522,15,20.2,9048,4.624370027,0.202,0.206896552,0.00056366,3480.371242,6435.583333,4400.666667,1445.25,0.711271367,0.486368995,0.159731432
200,山梨,山  梨,0.360530062,4451.59,22,702,6.341296296,4.2,3465593,山  梨,212,56,7,23,0.6,0.301994302,0.000854701,0.07977208,0.07977208,16,24.8,863,5.158273465,0.248,0.245654693,0.000695249,4015.750869,548.1666667,341.1666667,134.6666667,0.635187331,0.395326381,0.156044805
201,富山,富  山,0.353979637,5731.93,22,904,6.340630531,3.75,4561257,富  山,271,62,6,23,0.8,0.299778761,0.000884956,0.068584071,0.068584071,17,26.3,1093,5.244217749,0.263,0.247941446,0.00073193,4173.153705,666.75,400,125.1666667,0.610018298,0.365965233,0.114516621
202,石川,石  川,0.354751742,5944.35,22,952,6.244065126,4.25,4750647,石  川,261,63,5,23,1.3,0.274159664,0.001365546,0.066176471,0.066176471,18,23.8,1170,5.080641026,0.238,0.223076923,0.001111111,4060.382051,789.5833333,478.5,151,0.67485755,0.408974359,0.129059829
203,福井,福  井,0.358190165,3785.905,22,655,5.780007634,3.275,3548932,福  井,146,57,7,23,0.6,0.222900763,0.000916031,0.087022901,0.087022901,19,25.3,806,4.697152605,0.253,0.181141439,0.000744417,4403.141439,564.5833333,311.6666667,102.9166667,0.7004756,0.386683209,0.127688172
204,岐阜,岐  阜,0.358829407,8762.18,22,1688,5.190864929,3.65,7517965,岐  阜,460,107,5,23,1.5,0.272511848,0.000888626,0.063388626,0.063388626,20,24.1,2081,4.21056223,0.241,0.221047573,0.000720807,3612.66939,1416.416667,825.1666667,278,0.68064232,0.396524107,0.13358962
205,静岡,静  岡,0.361378474,19247.475,22,3085,6.239051864,3.85,16801351,静  岡,832,212,6,23,2.2,0.269692058,0.000713128,0.068719611,0.068719611,21,23.9,3765,5.112211155,0.239,0.220982736,0.000584329,4462.510226,2646,1654.416667,596.1666667,0.702788845,0.439420097,0.1583444
206,愛知,愛  知,0.367674425,33004.595,22,5981,5.518240261,4.075,34077499,愛  知,1481,348,5,23,5.9,0.247617455,0.000986457,0.05818425,0.05818425,22,20.3,7411,4.453460397,0.203,0.199838079,0.000796114,4598.232222,5818.916667,3682.333333,1168.083333,0.785172941,0.496874016,0.157614807
207,三重,三  重,0.355950121,7876.025,22,1512,5.209011243,3.85,8392252,三  重,359,96,5,23,1.7,0.237433862,0.001124339,0.063492063,0.063492063,23,24.3,1855,4.24583558,0.243,0.193530997,0.000916442,4524.125067,1262.916667,767,284.1666667,0.68081761,0.413477089,0.153189578
208,滋賀,滋  賀,0.352305397,5514.225,22,1125,4.901533333,4.45,6483754,滋  賀,309,62,4,23,0.9,0.274666667,0.0008,0.055111111,0.055111111,24,20.6,1411,3.908026223,0.206,0.218993622,0.000637845,4595.148122,1115.416667,640.8333333,201,0.790515001,0.45416962,0.142452162
209,京都,京  都,0.364552732,13272.175,22,2166,6.127504617,5.475,10199289,京  都,520,137,5,23,2.7,0.240073869,0.001246537,0.063250231,0.063250231,25,23.4,2636,5.034967754,0.234,0.197268589,0.001024279,3869.229514,1756.166667,1115.333333,412.3333333,0.666224077,0.423115832,0.156423875
210,大阪,大  阪,0.368471718,49940.265,22,7273,6.866528943,6.675,38281635,大  阪,1954,681,8,23,5,0.268664925,0.000687474,0.093633989,0.093633989,26,22.4,8865,5.633419628,0.224,0.220417372,0.000564016,4318.28934,6226,4164.333333,1691.166667,0.702312465,0.469749953,0.190768942
211,兵庫,兵  庫,0.361970931,26343.905,22,4558,5.779707108,5.175,20394968,兵  庫,1256,340,6,23,4.6,0.275559456,0.001009215,0.07459412,0.07459412,27,23.1,5588,4.714370974,0.231,0.224767359,0.000823193,3649.779528,3992.75,2450.583333,883.4166667,0.71452219,0.438543904,0.158091744
212,奈良,奈  良,0.35701653,5830.895,22,1143,5.101395451,4.725,3763903,奈  良,242,79,6,23,1.1,0.211723535,0.00096238,0.06911636,0.06911636,28,23.9,1401,4.161952177,0.239,0.172733762,0.000785153,2686.583155,882.5833333,536.75,213.1666667,0.62996669,0.383119201,0.152153224
