,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000adult,unempr,grp,pref2,suicide,liver_disease,liver_disease_rate,year,loony,suicide_per_1000adult,loony_per_1000adult,liver_disease_1000,liver_disease_per_1000,pref_id,over65,total_population,cons_per_1000,over65rate,suicide_per_1000,loony_per_1000,grp_per_1000
396,奈良,奈  良,0.385929223,6041.47,18,1145,5.276393013,3.925,3898196,奈  良,252,62,4,19,0.9,0.220087336,0.000786026,0.054148472,0.054148472,28,20.9,1416,4.266574859,0.209,0.177966102,0.000635593,2752.963277
397,和歌山,和歌山,0.389885922,5447.07,18,837,6.507849462,3.675,3734237,和歌山,258,74,7,19,0.9,0.308243728,0.001075269,0.088410992,0.088410992,29,24.8,1028,5.298706226,0.248,0.250972763,0.000875486,3632.526265
398,鳥取,鳥  取,0.381027894,3444.375,18,490,7.029336735,3.7,2136364,鳥  取,158,27,5,19,0.6,0.32244898,0.00122449,0.055102041,0.055102041,30,24.6,604,5.702607616,0.246,0.261589404,0.000993377,3537.02649
399,島根,島  根,0.376354653,4422.135,18,602,7.345739203,2.725,2479404,島  根,233,54,7,19,0.8,0.387043189,0.001328904,0.089700997,0.089700997,31,27.6,737,6.000183175,0.276,0.31614654,0.001085482,3364.184532
400,岡山,岡  山,0.38318974,9573.13,18,1578,6.066622307,3.35,8239610,岡  山,423,123,6,19,1.7,0.268060837,0.001077313,0.077946768,0.077946768,32,23.1,1955,4.896741688,0.231,0.216368286,0.000869565,4214.634271
401,広島,広  島,0.391430914,16312.585,18,2327,7.010135367,3.325,11589450,広  島,684,161,6,19,2.8,0.293940696,0.001203266,0.069187795,0.069187795,33,21.7,2875,5.673942609,0.217,0.237913043,0.000973913,4031.113043
402,山口,山  口,0.391474546,8496.61,18,1218,6.975870279,2.85,6059094,山  口,394,87,6,19,1.4,0.323481117,0.001149425,0.071428571,0.071428571,34,25.7,1483,5.729339177,0.257,0.26567768,0.000944032,4085.700607
403,徳島,徳  島,0.389405645,3851.45,18,662,5.817900302,3.45,2903552,徳  島,164,54,7,19,0.7,0.247734139,0.001057402,0.081570997,0.081570997,35,24.9,805,4.784409938,0.249,0.203726708,0.000869565,3606.896894
404,香川,香  川,0.390090314,4884.925,18,819,5.964499389,3.425,3863827,香  川,229,58,6,19,0.7,0.27960928,0.000854701,0.070818071,0.070818071,36,23.8,1009,4.841352825,0.238,0.226957384,0.000693756,3829.362735
405,愛媛,愛  媛,0.394570229,7660.38,18,1190,6.437294118,3.725,5210876,愛  媛,392,90,6,19,1.7,0.329411765,0.001428571,0.075630252,0.075630252,37,24.6,1460,5.246835616,0.246,0.268493151,0.001164384,3569.093151
406,高知,高  知,0.395700527,5125.505,18,652,7.861203988,4.65,2409500,高  知,245,59,8,19,0.7,0.375766871,0.00107362,0.090490798,0.090490798,38,26.6,789,6.496204056,0.266,0.310519645,0.000887199,3053.865653
407,福岡,福  岡,0.39372273,29249.17,18,4082,7.165401764,5.45,18204131,福  岡,1241,274,6,19,5,0.304017638,0.00122489,0.067123959,0.067123959,39,20.4,5054,5.787330827,0.204,0.245548081,0.000989315,3601.925406
408,佐賀,佐  賀,0.384416959,4744.605,18,685,6.926430657,3.15,2906216,佐  賀,218,44,5,19,0.9,0.318248175,0.001313869,0.064233577,0.064233577,40,23.1,863,5.497804171,0.231,0.252607184,0.001042874,3367.573581
409,長崎,長  崎,0.393405445,8330.15,18,1178,7.071434635,4.35,4425286,長  崎,366,75,5,19,1.5,0.310696095,0.001273345,0.063667233,0.063667233,41,24.2,1466,5.682230559,0.242,0.249658936,0.001023192,3018.612551
410,熊本,熊  本,0.400750558,10818.505,18,1477,7.324647935,4.4,5777438,熊  本,472,112,6,19,1.5,0.319566689,0.001015572,0.075829384,0.075829384,42,24.3,1836,5.892431917,0.243,0.25708061,0.000816993,3146.752723
411,大分,大  分,0.391084948,7646.42,18,978,7.818425358,3.95,4516835,大  分,302,64,5,19,1.3,0.308793456,0.001329243,0.065439673,0.065439673,43,24.8,1206,6.340315091,0.248,0.250414594,0.001077944,3745.302653
412,宮崎,宮  崎,0.393958504,9266.475,18,920,10.07225543,3.75,3570522,宮  崎,394,57,5,19,1,0.42826087,0.001086957,0.061956522,0.061956522,44,24.1,1148,8.071842334,0.241,0.343205575,0.00087108,3110.210801
413,鹿児島,鹿児島,0.399793545,14443.85,18,1398,10.33179542,4.375,5719791,鹿児島,504,130,8,19,1.7,0.360515021,0.001216023,0.092989986,0.092989986,45,25.3,1743,8.286775674,0.253,0.289156627,0.00097533,3281.578313
414,北海道,北海道,0.395161885,37126.03,17,4610,8.053368764,5.225,19459713,北海道,1475,284,5,18,6.1,0.319956616,0.00132321,0.061605206,0.061605206,0,21.4,5627.736816,6.596973386,0.214,0.262094701,0.001083917,3457.822147
415,青森,青  森,0.390594366,10404.35,17,1161,8.961541774,5.95,4377103,青  森,441,70,5,18,0.7,0.379844961,0.000602929,0.060292851,0.060292851,1,22.7,1436.656982,7.242055778,0.227,0.306962626,0.000487242,3046.727962
416,岩手,岩  手,0.384936101,8493.91,17,1118,7.597415027,4.625,4492159,岩  手,467,96,7,18,1.1,0.417710197,0.0009839,0.085867621,0.085867621,2,24.5,1385.041016,6.132605392,0.245,0.33717413,0.0007942,3243.340052
417,宮城,宮  城,0.38248466,13949.48,17,1891,7.376774194,4.95,8419773,宮  城,603,94,4,18,1.8,0.3188789,0.000951877,0.049709149,0.049709149,3,19.9,2360.218018,5.910250619,0.199,0.255484873,0.000762641,3567.370869
418,秋田,秋  田,0.375762123,8439.645,17,947,8.911979937,5,3688572,秋  田,482,47,4,18,1.2,0.508975713,0.001267159,0.049630412,0.049630412,4,26.9,1145.500977,7.367645399,0.269,0.420776595,0.001047577,3220.05138
419,山形,山  形,0.376587448,7719.27,17,986,7.828874239,3.6,3902448,山  形,381,71,6,18,0.9,0.386409736,0.000912779,0.072008114,0.072008114,5,25.5,1216.18103,6.34713896,0.255,0.31327573,0.000740021,3208.772299
420,福島,福  島,0.37611023,12835.76,17,1667,7.699916017,4.725,7779149,福  島,618,109,5,18,2.1,0.370725855,0.001259748,0.065386923,0.065386923,6,22.7,2091.319092,6.137638226,0.227,0.295507272,0.001004151,3719.733172
421,茨城,茨  城,0.387488337,15216.525,17,2390,6.366746862,3.875,11248348,茨  城,732,158,5,18,1.8,0.306276151,0.000753138,0.066108787,0.066108787,7,19.4,2975.166992,5.114511232,0.194,0.24603661,0.000605008,3780.745091
422,栃木,栃  木,0.387387393,11035.95,17,1620,6.812314815,3.75,8206567,栃  木,494,101,5,18,1.8,0.304938272,0.001111111,0.062345679,0.062345679,8,19.4,2016.630981,5.472468737,0.194,0.244963012,0.000892578,4069.444076
423,群馬,群  馬,0.386779826,11424.55,17,1628,7.017536855,3.5,7636314,群  馬,503,95,5,18,1.9,0.308968059,0.001167076,0.058353808,0.058353808,9,20.6,2024.13501,5.644164023,0.206,0.24850121,0.000938673,3772.63076
424,埼玉,埼  玉,0.388720015,35162.31,17,5683,6.187279606,4.25,20679025,埼  玉,1452,276,4,18,4.2,0.255498856,0.000739046,0.048565898,0.048565898,10,16.4,7054.243164,4.984561658,0.164,0.205833562,0.000595386,2931.430703
425,新潟,新  潟,0.367667905,17671.545,17,1970,8.970327411,3.625,9281309,新  潟,738,143,6,18,2.6,0.374619289,0.001319797,0.072588832,0.072588832,11,23.9,2431.458984,7.26787707,0.239,0.303521468,0.001069317,3817.176872
426,長野,長  野,0.380395872,12684.99,17,1773,7.154534687,3.225,8411061,長  野,492,96,5,18,2.3,0.27749577,0.001297236,0.054145516,0.054145516,12,23.8,2196.114014,5.776107215,0.238,0.224032084,0.001047304,3829.97465
427,千葉,千  葉,0.386225717,30515.55,17,4911,6.213714111,3.825,19431643,千  葉,1290,265,4,18,3.2,0.262675626,0.000651598,0.053960497,0.053960497,13,17.5,6056.461914,5.038511004,0.175,0.212995643,0.000528361,3208.414958
428,東京,東  京,0.398415973,96564.36,17,10428,9.260103567,4.525,99095947,東  京,2510,980,8,18,10.7,0.24069812,0.001026084,0.093977752,0.093977752,14,18.3,12576.60059,7.678097061,0.183,0.199576983,0.000850786,7879.390486
429,神奈川,神奈川,0.391123441,44462.75,17,7143,6.224660507,3.85,31243755,神奈川,1683,413,5,18,9.3,0.235615288,0.001301974,0.057818844,0.057818844,15,16.8,8791.59668,5.057414668,0.168,0.191432804,0.001057828,3553.820328
430,山梨,山  梨,0.388173924,4732.42,17,708,6.68420904,3.3,3210146,山  梨,248,57,7,18,0.8,0.350282486,0.001129944,0.080508475,0.080508475,16,21.9,884.5150146,5.350299228,0.219,0.280379638,0.00090445,3629.272479
431,富山,富  山,0.383577725,6244.105,17,910,6.861653846,3.025,4772263,富  山,293,66,6,18,0.8,0.321978022,0.000879121,0.072527473,0.072527473,17,23.2,1111.729004,5.616571105,0.232,0.263553437,0.0007196,4292.649542
432,石川,石  川,0.384510352,6593.725,17,945,6.977486772,3.125,4729320,石  川,265,61,5,18,0.8,0.28042328,0.000846561,0.064550265,0.064550265,18,20.9,1174.026001,5.616336431,0.209,0.225719021,0.000681416,4028.292385
433,福井,福  井,0.388732116,4249.215,17,657,6.46760274,2.625,3413219,福  井,181,33,4,18,0.6,0.275494673,0.000913242,0.050228311,0.050228311,19,22.6,821.59198,5.171928528,0.226,0.220304001,0.00073029,4154.396687
434,岐阜,岐  阜,0.388656405,9743.505,17,1688,5.772218602,2.775,7541397,岐  阜,471,96,5,18,1.3,0.279028436,0.000770142,0.056872038,0.056872038,20,21,2107.226074,4.623853662,0.21,0.223516596,0.000616925,3578.82673
435,静岡,静  岡,0.389810362,20361.135,17,3062,6.64961953,3.075,17089216,静  岡,790,190,5,18,2.1,0.258001306,0.000685826,0.062050947,0.062050947,21,20.5,3792.376953,5.368963911,0.205,0.208312626,0.000553742,4506.201839
436,愛知,愛  知,0.398386077,36417.705,17,5771,6.31046699,3.25,35471440,愛  知,1455,299,4,18,3.5,0.252122682,0.000606481,0.051810778,0.051810778,22,17.2,7254.704102,5.019874621,0.172,0.200559524,0.000482446,4889.439942
437,三重,三  重,0.384501995,8307.78,17,1501,5.534830113,3.025,7606345,三  重,398,89,5,18,1.4,0.265156562,0.000932712,0.059293804,0.059293804,23,21.5,1866.963013,4.449889978,0.215,0.213180442,0.000749881,4074.180875
438,滋賀,滋  賀,0.380659471,6122.245,17,1087,5.63224011,3.7,6020330,滋  賀,277,63,5,18,0.7,0.254829807,0.000643974,0.057957682,0.057957682,24,18.1,1380.360962,4.435249307,0.181,0.200672149,0.000507114,4361.41717
439,京都,京  都,0.395332403,14938.315,17,2142,6.974003268,4.4,10035904,京  都,524,134,5,18,1.8,0.244631186,0.000840336,0.062558357,0.062558357,25,20,2647.659912,5.642082252,0.2,0.197910614,0.000679846,3790.480777
440,大阪,大  阪,0.39961318,53591.505,17,7110,7.537483122,5.925,39124789,大  阪,1965,655,8,18,7.3,0.276371308,0.001026723,0.092123769,0.092123769,26,18.5,8817.166016,6.078087325,0.185,0.222860724,0.00082793,4437.342898
441,兵庫,兵  庫,0.391938836,28178.955,17,4486,6.281532546,4.875,19564694,兵  庫,1221,327,6,18,4.9,0.272180116,0.001092287,0.072893446,0.072893446,27,19.8,5590.601074,5.040415981,0.198,0.218402276,0.000876471,3499.568962
442,奈良,奈  良,0.385929223,5892.595,17,1142,5.159890543,4.175,3857628,奈  良,254,58,4,18,0.9,0.222416813,0.000788091,0.050788091,0.050788091,28,19.9,1421.310059,4.145889888,0.199,0.178708367,0.000633219,2714.135439
443,和歌山,和歌山,0.389885922,5839.665,17,839,6.960268176,4.025,3658103,和歌山,254,75,7,18,0.9,0.302741359,0.001072706,0.089392133,0.089392133,29,24.1,1035.968994,5.636910982,0.241,0.245181083,0.000868752,3531.093132
444,鳥取,鳥  取,0.381027894,3634.545,17,489,7.432607362,3.9,2040036,鳥  取,148,28,5,18,0.6,0.302658487,0.001226994,0.057259714,0.057259714,30,24.1,607.0120239,5.98759968,0.241,0.243817246,0.000988448,3360.783509
445,島根,島  根,0.376354653,4509.27,17,603,7.478059701,2.85,2426598,島  根,232,60,8,18,0.8,0.384742952,0.0013267,0.099502488,0.099502488,31,27.1,742.2230225,6.075357222,0.271,0.312574513,0.001077843,3269.365038
446,岡山,岡  山,0.38318974,9899.1,17,1570,6.305159236,3.75,7612132,岡  山,369,119,6,18,1.7,0.235031847,0.001082803,0.075796178,0.075796178,32,22.4,1957.264038,5.057621152,0.224,0.188528473,0.000868559,3889.169704
447,広島,広  島,0.391430914,16870.56,17,2310,7.303272727,3.7,11357442,広  島,652,171,6,18,2.8,0.282251082,0.001212121,0.074025974,0.074025974,33,20.9,2876.64209,5.864671194,0.209,0.226653153,0.000973357,3948.159571
448,山口,山  口,0.391474546,8584.955,17,1221,7.031085176,3.4,5921764,山  口,376,85,6,18,1.4,0.307944308,0.001146601,0.06961507,0.06961507,34,25,1492.605957,5.751655324,0.25,0.251908414,0.000937957,3967.399414
449,徳島,徳  島,0.389405645,4020.6,17,663,6.064253394,3.75,2880723,徳  島,152,60,8,18,0.7,0.229260935,0.001055807,0.090497738,0.090497738,35,24.4,809.9500122,4.964010049,0.244,0.187665902,0.000864251,3556.667642
450,香川,香  川,0.390090314,5024.545,17,821,6.120030451,3.65,3673259,香  川,222,73,7,18,0.7,0.270401949,0.000852619,0.088915956,0.088915956,36,23.3,1012.400024,4.963003634,0.233,0.219280911,0.000691426,3628.268383
451,愛媛,愛  媛,0.394570229,7474.315,17,1193,6.265142498,3.925,5012048,愛  媛,385,82,6,18,1.7,0.322715842,0.001424979,0.068734283,0.068734283,37,24,1467.814941,5.092137155,0.24,0.262294646,0.001158184,3414.632089
452,高知,高  知,0.395700527,5411.135,17,655,8.261274809,4.925,2398100,高  知,217,66,8,18,0.7,0.33129771,0.001068702,0.100763359,0.100763359,38,25.9,796.2919922,6.795415568,0.259,0.272513101,0.000879075,3011.58372
453,福岡,福  岡,0.39372273,29954.585,17,4040,7.414501238,5.825,18030243,福  岡,1291,309,6,18,5,0.319554455,0.001237624,0.076485149,0.076485149,39,19.8,5049.908203,5.931708814,0.198,0.255648211,0.000990117,3570.41005
454,佐賀,佐  賀,0.384416959,4865.405,17,685,7.102781022,3.725,2872294,佐  賀,233,43,5,18,0.9,0.340145985,0.001313869,0.062773723,0.062773723,40,22.6,866.3690186,5.615857557,0.226,0.268938518,0.001038818,3315.324
455,長崎,長  崎,0.393405445,8433.295,17,1181,7.140808637,4.55,4316078,長  崎,395,99,7,18,1.5,0.33446232,0.00127011,0.083827265,0.083827265,41,23.6,1478.631958,5.703444291,0.236,0.267138822,0.001014451,2918.967074
456,熊本,熊  本,0.400750558,10766.085,17,1474,7.303992537,4.575,5636774,熊  本,501,106,6,18,1.5,0.339891452,0.001017639,0.071913161,0.071913161,42,23.7,1842.233032,5.844040798,0.237,0.271952566,0.000814229,3059.750803
457,大分,大  分,0.391084948,7388.705,17,979,7.547196118,4.05,4379326,大  分,299,64,5,18,1.3,0.305413687,0.001327886,0.065372829,0.065372829,43,24.2,1209.571045,6.108533295,0.242,0.247195071,0.001074761,3620.561205
458,宮崎,宮  崎,0.393958504,9174.05,17,920,9.971793478,4.225,3508541,宮  崎,362,78,7,18,1,0.393478261,0.001086957,0.084782609,0.084782609,44,23.5,1153.041992,7.95638846,0.235,0.313952139,0.000867271,3042.856222
459,鹿児島,鹿児島,0.399793545,14389.36,17,1402,10.26345221,4.6,5577892,鹿児島,507,122,7,18,1.7,0.361626248,0.001212553,0.087018545,0.087018545,45,24.8,1753.178955,8.20758198,0.248,0.289188961,0.000969667,3181.587358
460,北海道,北海道,0.398246639,37622.465,16,4630,8.125802376,5.575,19743513,北海道,1534,274,5,17,7.2,0.331317495,0.001555076,0.059179266,0.059179266,0,20.8,5644,6.665922218,0.208,0.271793055,0.001275691,3498.141921
461,青森,青  森,0.394154991,10295.825,16,1173,8.777344416,6.125,4455959,青  森,527,84,6,17,0.6,0.449275362,0.000511509,0.071611253,0.071611253,1,21.7,1452,7.090788567,0.217,0.362947658,0.000413223,3068.842287
462,岩手,岩  手,0.388867046,8832.265,16,1123,7.864884239,4.875,4540817,岩  手,470,82,6,17,0.7,0.418521817,0.00062333,0.0730187,0.0730187,2,23.9,1395,6.33137276,0.239,0.336917563,0.000501792,3255.06595
463,宮城,宮  城,0.386519179,14057.57,16,1906,7.37543022,5.4,8349085,宮  城,631,96,4,17,1.7,0.331059811,0.00089192,0.050367261,0.050367261,3,19.3,2371,5.928962463,0.193,0.266132434,0.000716997,3521.33488
464,秋田,秋  田,0.38064209,8532.07,16,959,8.896840459,4.725,3684731,秋  田,447,65,6,17,0.9,0.466110532,0.000938478,0.067778936,0.067778936,4,26,1159,7.361578947,0.26,0.385677308,0.000776531,3179.232959
465,山形,山  形,0.381364627,7771.84,16,991,7.842421796,3.85,3865824,山  形,376,67,6,17,1.1,0.379414733,0.00110999,0.067608476,0.067608476,5,24.9,1223,6.35473426,0.249,0.30744072,0.000899428,3160.935405
466,福島,福  島,0.380698648,13154.995,16,1668,7.88668765,4.95,7627901,福  島,605,115,6,17,1.8,0.362709832,0.001079137,0.068944844,0.068944844,6,22.1,2106,6.246436372,0.221,0.287274454,0.000854701,3621.98528
467,茨城,茨  城,0.391580121,15540.04,16,2407,6.456186124,4.15,10992580,茨  城,697,123,4,17,1.9,0.289572081,0.000789364,0.051100956,0.051100956,7,18.5,2989,5.199076614,0.185,0.233188357,0.000635664,3677.678153
468,栃木,栃  木,0.391245677,11109.54,16,1612,6.891774194,4.05,7976632,栃  木,496,91,5,17,1.2,0.307692308,0.000744417,0.056451613,0.056451613,8,18.8,2013,5.518897168,0.188,0.24639841,0.000596125,3962.559364
469,群馬,群  馬,0.390499044,11590.26,16,1644,7.050036496,3.9,7528727,群  馬,503,94,5,17,1,0.305961071,0.000608273,0.057177616,0.057177616,9,19.9,2033,5.701062469,0.199,0.247417609,0.000491884,3703.259715
470,埼玉,埼  玉,0.392048616,35954.44,16,5680,6.330007042,4.75,20305068,埼  玉,1559,291,4,17,4.9,0.274471831,0.000862676,0.051232394,0.051232394,10,15.5,7047,5.10209167,0.155,0.221228892,0.000695331,2881.377607
471,新潟,新  潟,0.373247208,17629.545,16,1996,8.832437375,3.875,9106057,新  潟,718,128,5,17,1.4,0.359719439,0.000701403,0.064128257,0.064128257,11,23.4,2452,7.189863377,0.234,0.292822186,0.000570962,3713.726346
472,長野,長  野,0.384894473,12774.92,16,1787,7.148808058,3.075,8176982,長  野,548,115,5,17,1.9,0.306659205,0.001063234,0.064353665,0.064353665,12,23.2,2211,5.777892356,0.232,0.247851651,0.00085934,3698.318408
473,千葉,千  葉,0.389509451,29549.65,16,4908,6.020711084,4.05,19420364,千  葉,1318,219,4,17,3.2,0.268541157,0.000651997,0.044621027,0.044621027,13,16.8,6039,4.893136281,0.168,0.218248054,0.000529889,3215.824474
474,東京,東  京,0.401791577,96365.405,16,10215,9.433715614,4.925,97240649,東  京,2669,993,8,17,15.8,0.261282428,0.001546745,0.097209985,0.097209985,14,18,12378,7.785216109,0.18,0.215624495,0.001276458,7855.925755
475,神奈川,神奈川,0.394357892,44016.605,16,7066,6.229352533,4.125,30508265,神奈川,1707,420,5,17,4.2,0.241579394,0.000594396,0.05943957,0.05943957,15,16.2,8732,5.040838869,0.162,0.195487861,0.000480989,3493.846198
476,山梨,山  梨,0.392021504,4997.44,16,710,7.038647887,3.5,3114652,山  梨,234,54,6,17,0.6,0.329577465,0.00084507,0.076056338,0.076056338,16,21.3,886,5.640451467,0.213,0.264108352,0.000677201,3515.408578
477,富山,富  山,0.388541099,6244.53,16,914,6.832089716,3.325,4750191,富  山,338,66,6,17,0.7,0.369803063,0.000765864,0.072210066,0.072210066,17,22.7,1117,5.590447628,0.227,0.30259624,0.000626679,4252.632945
478,石川,石  川,0.389412782,6865.995,16,948,7.242610759,3.35,4695738,石  川,265,71,6,17,0.8,0.279535865,0.000843882,0.074894515,0.074894515,18,20.3,1179,5.823575064,0.203,0.224766751,0.000678541,3982.814249
479,福井,福  井,0.393520947,4347.635,16,657,6.617404871,2.95,3257409,福  井,190,42,5,17,0.5,0.289193303,0.000761035,0.063926941,0.063926941,19,22.2,825,5.269860606,0.222,0.23030303,0.000606061,3948.374545
480,岐阜,岐  阜,0.392996055,9892.255,16,1694,5.839583825,3.1,7407430,岐  阜,525,87,4,17,1.2,0.309917355,0.000708383,0.051357733,0.051357733,20,20.3,2110,4.688272512,0.203,0.248815166,0.00056872,3510.630332
481,静岡,静  岡,0.393576947,20837.25,16,3068,6.791802477,3.2,16225456,静  岡,814,183,5,17,2,0.265319426,0.00065189,0.059647979,0.059647979,21,19.9,3795,5.490711462,0.199,0.214492754,0.000527009,4275.482477
482,愛知,愛  知,0.401992732,35974.07,16,5729,6.27929307,3.475,34209623,愛  知,1466,326,5,17,3.1,0.25589108,0.000541107,0.056903474,0.056903474,22,16.6,7192,5.00195634,0.166,0.203837597,0.000431034,4756.621663
483,三重,三  重,0.388680781,8679.305,16,1504,5.770814495,3.25,7269860,三  重,366,126,7,17,1.2,0.243351064,0.000797872,0.083776596,0.083776596,23,20.8,1864,4.656279506,0.208,0.196351931,0.000643777,3900.139485
484,滋賀,滋  賀,0.38506486,6182.3,16,1081,5.719056429,4.05,5957059,滋  賀,301,47,4,17,1,0.278445883,0.000925069,0.043478261,0.043478261,24,17.5,1372,4.506049563,0.175,0.219387755,0.000728863,4341.879738
485,京都,京  都,0.399305368,14553.885,16,2143,6.791360243,4.6,9948017,京  都,545,122,5,17,1.6,0.254316379,0.000746617,0.056929538,0.056929538,25,19.7,2638,5.517014784,0.197,0.206595906,0.00060652,3771.04511
486,大阪,大  阪,0.403072553,55445.995,16,7118,7.789546923,6.25,39024943,大  阪,2075,578,7,17,3.4,0.29151447,0.000477662,0.081202585,0.081202585,26,17.5,8814,6.290673361,0.175,0.235420921,0.00038575,4427.608691
487,兵庫,兵  庫,0.395749843,28158.61,16,4505,6.250523862,5.3,19407463,兵  庫,1282,310,6,17,2.5,0.284572697,0.000554939,0.068812431,0.068812431,27,19.1,5587,5.040023268,0.191,0.229461249,0.000447467,3473.682298
488,奈良,奈  良,0.389963621,6156.65,16,1160,5.307456897,4.425,3819341,奈  良,290,85,6,17,0.5,0.25,0.000431034,0.073275862,0.073275862,28,19.1,1431,4.30234102,0.191,0.202655486,0.000349406,2669.001398
489,和歌山,和歌山,0.394186929,5534.58,16,854,6.480772834,3.75,3549291,和歌山,267,54,5,17,0.4,0.31264637,0.000468384,0.06323185,0.06323185,29,23.2,1050,5.271028571,0.232,0.254285714,0.000380952,3380.277143
490,鳥取,鳥  取,0.385714508,3654.29,16,491,7.442545825,3.975,2076145,鳥  取,147,30,5,17,0.6,0.299389002,0.001221996,0.061099796,0.061099796,30,23.6,609,6.00047619,0.236,0.24137931,0.000985222,3409.10509
491,島根,島  根,0.38117476,4876.305,16,614,7.941864821,2.625,2483627,島  根,205,51,7,17,0.6,0.333876221,0.000977199,0.083061889,0.083061889,31,26.8,749,6.510420561,0.268,0.273698264,0.000801068,3315.923899
492,岡山,岡  山,0.387320385,9695.55,16,1571,6.171578612,4.15,7298276,岡  山,418,108,6,17,1.2,0.266072565,0.000763845,0.068746022,0.068746022,32,22,1952,4.966982582,0.22,0.214139344,0.000614754,3738.870902
493,広島,広  島,0.395164454,17003.04,16,2326,7.309991402,4.125,10906133,広  島,623,161,6,17,1.6,0.267841788,0.000687876,0.069217541,0.069217541,33,20.4,2878,5.907936067,0.204,0.216469771,0.000555942,3789.483322
494,山口,山  口,0.395228411,8779.45,16,1233,7.120397405,3.85,5807848,山  口,386,86,6,17,1.5,0.313057583,0.001216545,0.069748581,0.069748581,34,24.3,1504,5.837400266,0.243,0.256648936,0.00099734,3861.601064
495,徳島,徳  島,0.393697481,4235.565,16,663,6.388484163,4.45,2939775,徳  島,161,55,7,17,0.7,0.242835596,0.001055807,0.082956259,0.082956259,35,23.8,813,5.209797048,0.238,0.19803198,0.000861009,3615.95941
496,香川,香  川,0.394111187,5144.15,16,824,6.242900485,4,3707620,香  川,201,50,5,17,0.6,0.243932039,0.000728155,0.060679612,0.060679612,36,22.6,1018,5.053192534,0.226,0.197445972,0.000589391,3642.062868
497,愛媛,愛  媛,0.39863592,7863.99,16,1207,6.515318973,4.4,5074038,愛  媛,371,73,5,17,0.8,0.307373654,0.0006628,0.06048053,0.06048053,37,23.3,1477,5.324299255,0.233,0.251184834,0.000541638,3435.367637
498,高知,高  知,0.399832261,5546.015,16,658,8.428594225,5.475,2388742,高  知,236,65,8,17,0.7,0.358662614,0.00106383,0.098784195,0.098784195,38,25.3,803,6.906618929,0.253,0.293897883,0.000871731,2974.772105
499,福岡,福  岡,0.397074238,30113.905,16,4071,7.397176369,6.175,17701368,福  岡,1235,289,6,17,6.9,0.303365267,0.001694915,0.070989929,0.070989929,39,19.2,5058,5.953717873,0.192,0.244167655,0.001364176,3499.677343
500,佐賀,佐  賀,0.388809548,4993.265,16,686,7.278811953,4.125,2814244,佐  賀,216,64,7,17,0.7,0.314868805,0.001020408,0.093294461,0.093294461,40,22.1,870,5.739385057,0.221,0.248275862,0.000804598,3234.763218
501,長崎,長  崎,0.396968166,8670.25,16,1198,7.237270451,4.825,4358546,長  崎,432,91,6,17,1.4,0.360601002,0.001168614,0.075959933,0.075959933,41,22.8,1495,5.799498328,0.228,0.288963211,0.000936455,2915.415385
502,熊本,熊  本,0.403353564,11109.51,16,1478,7.516583221,4.75,5574190,熊  本,447,93,5,17,1.1,0.302435724,0.000744249,0.062922869,0.062922869,42,23.2,1852,5.998655508,0.232,0.241360691,0.000593952,3009.821814
503,大分,大  分,0.394318231,7919.535,16,982,8.064699593,4.25,4484444,大  分,292,73,6,17,0.8,0.297352342,0.000814664,0.074338086,0.074338086,43,23.8,1215,6.518135802,0.238,0.240329218,0.000658436,3690.900412
504,宮崎,宮  崎,0.39578089,8930.995,16,929,9.613557589,4.625,3537693,宮  崎,352,68,6,17,0.5,0.378902045,0.000538213,0.073196986,0.073196986,44,22.8,1162,7.6858821,0.228,0.30292599,0.000430293,3044.486231
505,鹿児島,鹿児島,0.401462152,14381.67,16,1409,10.20700497,4.55,5548124,鹿児島,458,135,8,17,1.7,0.325053229,0.001206529,0.095812633,0.095812633,45,24.3,1769,8.129830413,0.243,0.258903335,0.000960995,3136.305257
506,北海道,北海道,0.398246639,37907.81,15,4613,8.217604596,6.15,19438171,北海道,1491,271,5,16,7.2,0.323216995,0.001560806,0.058747019,0.058747019,0,20.3,5659,6.698676445,0.203,0.263474112,0.00127231,3434.912705
507,青森,青  森,0.394154991,10760.495,15,1170,9.197004274,6.4,4418319,青  森,554,76,5,16,0.6,0.473504274,0.000512821,0.064957265,0.064957265,1,21.4,1462,7.360119699,0.214,0.378932969,0.000410397,3022.106019
508,岩手,岩  手,0.388867046,8992.335,15,1123,8.007422084,5.125,4470634,岩  手,481,67,5,16,0.7,0.428317008,0.00062333,0.059661621,0.059661621,2,23.4,1402,6.413933666,0.234,0.343081312,0.000499287,3188.754636
509,宮城,宮  城,0.386519179,14404.51,15,1898,7.5893098,6.15,8286421,宮  城,607,109,5,16,1.7,0.319810327,0.00089568,0.057428872,0.057428872,3,18.9,2373,6.070168563,0.189,0.255794353,0.000716393,3491.959966
510,秋田,秋  田,0.38064209,8950.325,15,959,9.332977059,4.925,3686369,秋  田,452,58,5,16,0.9,0.471324296,0.000938478,0.060479666,0.060479666,4,25.6,1167,7.669515853,0.256,0.387317909,0.000771208,3158.842331
511,山形,山  形,0.381364627,7751.505,15,991,7.821902119,4.125,3733026,山  形,369,60,5,16,1.1,0.37235116,0.00110999,0.060544904,0.060544904,5,24.5,1230,6.302036585,0.245,0.3,0.000894309,3034.980488
